H_estimate,H_error,mu,sigma,T
-0.444461,0.000353531,0.797663,0.615836,0.00079341
-0.444863,0.0003629,0.797663,0.615836,0.00079341
-0.444814,0.000343573,0.798826,0.616403,0.00079341
-0.444972,0.000353272,0.800926,0.615563,0.00079341
-0.44397,0.000364154,0.800491,0.614404,0.00079341
-0.445231,0.000348072,0.799719,0.615381,0.00079341
-0.444385,0.000358529,0.799405,0.615652,0.00079341
-0.444561,0.00036704,0.800146,0.615877,0.00079341
-0.444107,0.000360678,0.799806,0.617393,0.00079341
-0.445016,0.000357391,0.799613,0.619818,0.00079341
-0.444109,0.000359327,0.799567,0.621904,0.00079341
-0.443954,0.000372768,0.800631,0.623032,0.00079341
-0.444168,0.000377354,0.800783,0.622456,0.00079341
-0.444231,0.00036923,0.800783,0.622456,0.00079341
-0.444329,0.000369873,0.800783,0.622456,0.00079341
-0.444633,0.000369341,0.799358,0.620735,0.00079341
-0.444302,0.000363156,0.799152,0.621553,0.00079341
-0.4448,0.00036507,0.799852,0.619212,0.00079341
-0.443801,0.000361994,0.799989,0.618347,0.00079341
-0.444532,0.000359965,0.798393,0.619631,0.00079341
-0.444388,0.000361696,0.799108,0.617394,0.00079341
-0.444568,0.000356345,0.798651,0.618638,0.00079341
-0.444506,0.000355265,0.796662,0.618362,0.00079341
-0.444493,0.000360581,0.796746,0.619898,0.00079341
-0.444564,0.000356694,0.796746,0.619898,0.00079341
-0.444221,0.000367476,0.796094,0.61986,0.00079341
-0.443755,0.000357862,0.794329,0.619706,0.00079341
-0.444455,0.000355226,0.794283,0.620058,0.00079341
-0.444201,0.000363755,0.794633,0.619091,0.00079341
-0.444377,0.000364371,0.79478,0.619196,0.00079341
-0.444385,0.000359114,0.795608,0.619969,0.00079341
-0.444759,0.000366311,0.795608,0.619969,0.00079341
-0.444093,0.000361658,0.794976,0.619245,0.00079341
-0.444412,0.000362001,0.794976,0.619245,0.000784282
-0.444717,0.000359677,0.795036,0.619408,0.000784282
-0.44391,0.000363412,0.794367,0.620667,0.000784282
-0.444955,0.000347352,0.794367,0.620667,0.000784282
-0.444307,0.000354317,0.793947,0.620206,0.000784282
-0.44465,0.00036737,0.793508,0.620832,0.000784282
-0.444638,0.000348057,0.792152,0.620732,0.000784282
-0.444092,0.00036451,0.793863,0.621461,0.000784282
-0.444236,0.000358888,0.796844,0.620978,0.000784282
-0.444072,0.000361848,0.797336,0.621022,0.000784282
-0.444616,0.000357688,0.797336,0.621022,0.000784282
-0.444358,0.000361206,0.797459,0.621721,0.000784282
-0.444381,0.000370293,0.79828,0.621987,0.000784282
-0.444851,0.000370743,0.79796,0.622358,0.000784282
-0.444376,0.000364602,0.79796,0.622358,0.000784282
-0.444458,0.000362397,0.797821,0.621254,0.000784282
-0.444387,0.000372092,0.799125,0.6202,0.000784282
-0.445024,0.000355703,0.799125,0.6202,0.000784282
-0.444489,0.000357553,0.800273,0.620859,0.000784282
-0.444616,0.00036951,0.800273,0.620859,0.000784282
-0.444061,0.000362559,0.800996,0.620757,0.000784282
-0.443593,0.000367955,0.80244,0.620666,0.000784282
-0.443685,0.00037169,0.802196,0.621947,0.000784282
-0.443748,0.00037108,0.801233,0.621885,0.000784282
-0.443731,0.000368222,0.802172,0.621844,0.000784282
-0.443883,0.000364614,0.80228,0.6212,0.000784282
-0.44431,0.000373714,0.801213,0.621494,0.000784282
-0.444647,0.000364494,0.800728,0.621616,0.000784282
-0.444444,0.00037165,0.801275,0.622538,0.000784282
-0.443635,0.000382165,0.801509,0.624751,0.000784282
-0.444012,0.0003767,0.803078,0.625378,0.000784282
-0.44431,0.000380335,0.803889,0.625739,0.000784282
-0.443785,0.000383715,0.804511,0.626704,0.000784282
-0.44297,0.000387174,0.804589,0.625359,0.000784282
-0.444214,0.000380741,0.803658,0.624689,0.000784282
-0.443218,0.000396888,0.804115,0.626771,0.000784282
-0.443404,0.000380057,0.804466,0.627172,0.000784282
-0.44352,0.000375552,0.804466,0.627172,0.000784282
-0.443432,0.000397149,0.804466,0.627172,0.000784282
-0.443013,0.000384443,0.803012,0.626455,0.000784282
-0.443901,0.000380998,0.802682,0.625605,0.000784282
-0.443674,0.000380046,0.803327,0.625824,0.000784282
-0.443202,0.000398635,0.803535,0.625875,0.000784282
-0.443889,0.000374331,0.803535,0.625875,0.000784282
-0.443869,0.000379174,0.803247,0.625741,0.000784282
-0.443979,0.000377105,0.803247,0.625187,0.000784282
-0.443912,0.000373474,0.803691,0.624326,0.000784282
-0.443712,0.000379547,0.804016,0.625548,0.000784282
-0.44388,0.00038203,0.802404,0.626024,0.000784282
-0.443879,0.00037915,0.80164,0.626519,0.000784282
-0.444213,0.000380292,0.803249,0.626078,0.00077526
-0.443105,0.00038592,0.801528,0.627848,0.00077526
-0.443269,0.000394176,0.801606,0.627837,0.00077526
-0.443631,0.00038457,0.802603,0.627272,0.00077526
-0.443624,0.000383998,0.803804,0.626386,0.00077526
-0.442759,0.00039866,0.805773,0.627828,0.00077526
-0.443073,0.000399054,0.806258,0.627422,0.00077526
-0.443215,0.000391709,0.80723,0.628856,0.00077526
-0.442539,0.000400676,0.80723,0.628856,0.00077526
-0.442395,0.00040614,0.80717,0.629111,0.00077526
-0.443618,0.000383073,0.807714,0.629383,0.00077526
-0.442357,0.000400077,0.806609,0.631221,0.00077526
-0.443102,0.000398812,0.806609,0.631221,0.00077526
-0.442341,0.000402659,0.806148,0.631698,0.00077526
-0.443551,0.000400273,0.806148,0.631698,0.00077526
-0.442542,0.000394397,0.805799,0.630711,0.00077526
-0.442568,0.000398949,0.806968,0.628905,0.00077526
-0.44311,0.000396094,0.806968,0.628905,0.00077526
-0.443438,0.000376964,0.807311,0.628285,0.00077526
-0.442633,0.000394771,0.807289,0.62882,0.00077526
-0.442744,0.000391857,0.807289,0.62882,0.00077526
-0.442327,0.000392554,0.806354,0.628978,0.00077526
-0.44293,0.000397294,0.807354,0.629402,0.00077526
-0.442399,0.000400903,0.807325,0.627949,0.00077526
-0.442722,0.000387756,0.80631,0.627539,0.00077526
-0.443724,0.000392573,0.807157,0.627696,0.00077526
-0.443225,0.000390605,0.806906,0.627438,0.00077526
-0.442805,0.000391467,0.806794,0.62719,0.00077526
-0.443424,0.000383033,0.805817,0.627299,0.00077526
-0.443106,0.000399085,0.806151,0.626491,0.00077526
-0.443093,0.000391254,0.805158,0.627834,0.00077526
-0.442981,0.000383758,0.804175,0.627603,0.00077526
-0.443445,0.000391791,0.80366,0.627332,0.00077526
-0.443773,0.000394106,0.80366,0.627332,0.00077526
-0.443154,0.000385004,0.804519,0.627093,0.00077526
-0.443567,0.000394501,0.804519,0.627093,0.00077526
-0.44334,0.000387442,0.80418,0.626197,0.00077526
-0.443319,0.000388398,0.804914,0.622754,0.00077526
-0.444165,0.000382386,0.804821,0.624283,0.00077526
-0.443767,0.000379351,0.805415,0.624135,0.00077526
-0.443558,0.000373705,0.804499,0.623266,0.00077526
-0.44436,0.000366843,0.804752,0.621858,0.00077526
-0.44404,0.000375047,0.804842,0.621893,0.00077526
-0.444004,0.000365572,0.805087,0.620151,0.00077526
-0.443756,0.000380956,0.805684,0.620822,0.00077526
-0.44487,0.00037399,0.804607,0.619805,0.00077526
-0.444083,0.000375306,0.803556,0.619376,0.00077526
-0.44469,0.000367645,0.804181,0.618452,0.00077526
-0.444528,0.000359751,0.803362,0.61983,0.00077526
-0.444175,0.000363648,0.801502,0.621169,0.00077526
-0.444135,0.000372065,0.80031,0.622389,0.000766341
-0.443897,0.000375461,0.798901,0.62347,0.000766341
-0.443245,0.000374561,0.800103,0.625162,0.000766341
-0.443928,0.000380155,0.799397,0.624909,0.000766341
-0.44387,0.000365898,0.798964,0.624101,0.000766341
-0.443444,0.00037522,0.799903,0.623244,0.000766341
-0.444381,0.00037179,0.79977,0.623577,0.000766341
-0.44352,0.00037647,0.799936,0.624738,0.000766341
-0.443568,0.000376679,0.798998,0.624003,0.000766341
-0.444556,0.000367975,0.800599,0.623347,0.000766341
-0.444131,0.000371532,0.798671,0.623943,0.000766341
-0.443732,0.000378713,0.798671,0.623943,0.000766341
-0.444082,0.000383469,0.797613,0.62354,0.000766341
-0.444438,0.000358419,0.797613,0.62354,0.000766341
-0.443443,0.000368634,0.796378,0.623614,0.000766341
-0.444315,0.000364504,0.796687,0.622405,0.000766341
-0.443937,0.00037486,0.797535,0.622943,0.000766341
-0.443739,0.000373547,0.798905,0.623248,0.000766341
-0.444077,0.00036154,0.799089,0.622845,0.000766341
-0.444249,0.000367669,0.799089,0.622845,0.000766341
-0.443831,0.000375004,0.799089,0.622845,0.000766341
-0.444807,0.000360332,0.798242,0.622255,0.000766341
-0.444159,0.000377076,0.798222,0.622469,0.000766341
-0.444117,0.00036385,0.798222,0.622469,0.000766341
-0.444393,0.000368823,0.798222,0.622469,0.000766341
-0.444656,0.000364396,0.798435,0.622271,0.000766341
-0.443998,0.000376729,0.799162,0.620339,0.000766341
-0.443668,0.000375105,0.798927,0.619699,0.000766341
-0.444039,0.000369462,0.80002,0.620489,0.000766341
-0.444304,0.000372923,0.801816,0.621229,0.000766341
-0.443991,0.000371644,0.801816,0.621229,0.000766341
-0.443821,0.000371526,0.802757,0.620902,0.000766341
-0.44454,0.000363866,0.80326,0.620077,0.000766341
-0.444541,0.000367933,0.803908,0.620012,0.000766341
-0.443639,0.000369697,0.80352,0.62128,0.000766341
-0.444741,0.000381405,0.80352,0.62128,0.000766341
-0.444255,0.000368384,0.801533,0.620258,0.000766341
-0.444238,0.000363154,0.800288,0.620348,0.000766341
-0.444226,0.000362842,0.800917,0.618624,0.000766341
-0.443642,0.000374358,0.801158,0.620098,0.000766341
-0.444133,0.000367502,0.801158,0.620098,0.000766341
-0.443907,0.000363272,0.80216,0.620501,0.000766341
-0.444056,0.000368005,0.800843,0.619747,0.000766341
-0.444335,0.000363304,0.800862,0.620331,0.000766341
-0.444225,0.000360209,0.802075,0.619583,0.000766341
-0.444306,0.00036852,0.803807,0.620566,0.000766341
-0.444007,0.000383288,0.803151,0.622767,0.000766341
-0.444055,0.000377264,0.801482,0.622545,0.000766341
-0.444255,0.000370863,0.801927,0.621817,0.000766341
-0.443972,0.000376189,0.802774,0.620481,0.000766341
-0.444538,0.000360397,0.801539,0.620136,0.000757525
-0.445177,0.000356864,0.801539,0.620136,0.000757525
-0.444271,0.000362075,0.801982,0.619515,0.000757525
-0.444225,0.00036705,0.800378,0.619534,0.000757525
-0.44373,0.000360833,0.800175,0.619054,0.000757525
-0.4443,0.000361966,0.801254,0.619584,0.000757525
-0.44413,0.000365132,0.801032,0.620109,0.000757525
-0.443916,0.0003686,0.802468,0.619926,0.000757525
-0.444016,0.000372334,0.801009,0.618412,0.000757525
-0.444382,0.000362877,0.802153,0.616723,0.000757525
-0.444798,0.000359521,0.801534,0.616997,0.000757525
-0.444335,0.000362705,0.801534,0.616997,0.000757525
-0.445007,0.000356477,0.802614,0.61618,0.000757525
-0.444439,0.000354525,0.80253,0.616396,0.000757525
-0.44476,0.000360436,0.80253,0.616396,0.000757525
-0.445006,0.000363986,0.800632,0.61786,0.000757525
-0.444869,0.000358254,0.800838,0.617653,0.000757525
-0.444613,0.000359595,0.800838,0.617653,0.000757525
-0.444881,0.000353343,0.801463,0.617759,0.000757525
-0.444175,0.000371401,0.80267,0.617932,0.000757525
-0.444888,0.000358909,0.801939,0.618087,0.000757525
-0.444358,0.000363336,0.80143,0.617635,0.000757525
-0.444382,0.00036982,0.802083,0.617271,0.000757525
-0.444601,0.000367334,0.802013,0.616777,0.000757525
-0.444336,0.000365804,0.802119,0.617498,0.000757525
-0.445468,0.000353386,0.802119,0.617498,0.000757525
-0.444539,0.000358689,0.801761,0.617532,0.000757525
-0.444732,0.00036264,0.801696,0.618682,0.000757525
-0.44385,0.000372513,0.801483,0.619891,0.000757525
-0.443519,0.000363071,0.802672,0.621038,0.000757525
-0.444871,0.000358679,0.802358,0.620887,0.000757525
-0.445025,0.000363615,0.802358,0.620887,0.000757525
-0.444381,0.000367058,0.802358,0.620887,0.000757525
-0.444523,0.000363556,0.802358,0.620887,0.000757525
-0.444344,0.000370402,0.801146,0.620058,0.000757525
-0.444722,0.000357349,0.801044,0.620042,0.000757525
-0.444707,0.000359549,0.801044,0.620042,0.000757525
-0.444815,0.000371463,0.80234,0.61973,0.000757525
-0.444641,0.000380117,0.80234,0.61973,0.000757525
-0.44445,0.000359579,0.803127,0.618165,0.000757525
-0.444235,0.000371366,0.801887,0.618903,0.000757525
-0.443991,0.000364955,0.800776,0.617598,0.000757525
-0.444919,0.000370414,0.800776,0.617598,0.000757525
-0.444068,0.000367682,0.798148,0.616707,0.000757525
-0.444473,0.000348689,0.796927,0.616509,0.000757525
-0.444366,0.000358407,0.796077,0.616984,0.000757525
-0.444258,0.000354491,0.796447,0.617851,0.000757525
-0.444651,0.000351724,0.796788,0.61787,0.000757525
-0.444437,0.000352271,0.79762,0.616798,0.000757525
-0.444264,0.000359135,0.79753,0.616114,0.000757525
-0.444404,0.000361278,0.798031,0.615885,0.00074881
-0.444494,0.000359637,0.799536,0.615408,0.00074881
-0.445007,0.000349549,0.799091,0.616697,0.00074881
-0.444903,0.000360053,0.799453,0.616823,0.00074881
-0.444713,0.000351449,0.79921,0.617371,0.00074881
-0.444487,0.000350758,0.797554,0.617214,0.00074881
-0.444445,0.0003547,0.79809,0.618079,0.00074881
-0.445118,0.000359363,0.797237,0.618734,0.00074881
-0.443571,0.000353059,0.79811,0.620273,0.00074881
-0.444441,0.000370131,0.798288,0.620946,0.00074881
-0.444504,0.000365755,0.798288,0.620946,0.00074881
-0.443897,0.00035851,0.798421,0.61901,0.00074881
-0.444375,0.000353695,0.798421,0.61901,0.00074881
-0.4445,0.000357567,0.798375,0.618162,0.00074881
-0.44465,0.000351216,0.798375,0.618162,0.00074881
-0.444206,0.000363567,0.801107,0.619026,0.00074881
-0.444811,0.00036448,0.801818,0.618729,0.00074881
-0.444741,0.000361592,0.801288,0.617325,0.00074881
-0.44419,0.000379583,0.799813,0.618016,0.00074881
-0.444449,0.000356193,0.799969,0.618685,0.00074881
-0.443846,0.000367577,0.799531,0.619551,0.00074881
-0.444865,0.000350757,0.799531,0.619551,0.00074881
-0.444576,0.000366477,0.799531,0.619551,0.00074881
-0.44468,0.000355447,0.799749,0.61774,0.00074881
-0.444509,0.00036235,0.799749,0.61774,0.00074881
-0.444588,0.000357505,0.801278,0.618498,0.00074881
-0.444781,0.000361845,0.801278,0.618498,0.00074881
-0.444337,0.000366403,0.801067,0.618881,0.00074881
-0.444348,0.000362851,0.802325,0.618155,0.00074881
-0.443929,0.000362929,0.801967,0.619517,0.00074881
-0.443362,0.000377655,0.802478,0.618955,0.00074881
-0.443583,0.000371355,0.801342,0.621048,0.00074881
-0.444404,0.000357984,0.800567,0.620694,0.00074881
-0.444101,0.00036661,0.800773,0.62138,0.00074881
-0.444106,0.000368675,0.800773,0.62138,0.00074881
-0.443878,0.000382756,0.801143,0.620543,0.00074881
-0.444673,0.00036204,0.799745,0.618922,0.00074881
-0.44415,0.000356093,0.798586,0.619176,0.00074881
-0.44425,0.000350468,0.796469,0.618243,0.00074881
-0.444073,0.000357743,0.796211,0.619149,0.00074881
-0.443951,0.000356503,0.795844,0.619012,0.00074881
-0.444454,0.000348354,0.795844,0.619012,0.00074881
-0.444476,0.000358557,0.795583,0.618713,0.00074881
-0.444565,0.000353556,0.79556,0.619677,0.00074881
-0.44389,0.000354915,0.796432,0.618935,0.00074881
-0.444593,0.000365834,0.796899,0.619611,0.00074881
-0.443988,0.000362872,0.797695,0.621459,0.00074881
-0.443258,0.000375754,0.796956,0.621805,0.00074881
-0.44381,0.000372834,0.797282,0.621716,0.00074881
-0.444307,0.000362314,0.797282,0.621716,0.00074881
-0.444657,0.000371268,0.796726,0.620056,0.000740196
-0.444454,0.000364986,0.797554,0.619509,0.000740196
-0.444111,0.000365575,0.797564,0.618922,0.000740196
-0.444028,0.000349706,0.797499,0.617025,0.000740196
-0.444568,0.000350569,0.797499,0.617025,0.000740196
-0.445023,0.000354417,0.798556,0.616669,0.000740196
-0.444413,0.000356749,0.797868,0.616888,0.000740196
-0.444498,0.000347002,0.796692,0.615797,0.000740196
-0.444887,0.000343985,0.796692,0.615797,0.000740196
-0.443916,0.000356235,0.798835,0.614487,0.000740196
-0.444497,0.000364072,0.798835,0.614487,0.000740196
-0.444332,0.000346766,0.799862,0.61513,0.000740196
-0.444414,0.00036299,0.800325,0.615687,0.000740196
-0.4442,0.000366536,0.799863,0.614946,0.000740196
-0.444784,0.000353284,0.799863,0.614946,0.000740196
-0.444201,0.000362221,0.800498,0.614714,0.000740196
-0.444151,0.000364239,0.801577,0.617886,0.000740196
-0.444407,0.000362784,0.801577,0.617886,0.000740196
-0.445221,0.000350802,0.801577,0.617886,0.000740196
-0.444508,0.000359305,0.801513,0.617572,0.000740196
-0.444847,0.000358544,0.801105,0.616851,0.000740196
-0.444703,0.000348662,0.800132,0.617181,0.000740196
-0.444539,0.000361467,0.800132,0.617181,0.000740196
-0.444043,0.000356419,0.800138,0.616441,0.000740196
-0.444658,0.00034851,0.800138,0.616441,0.000740196
-0.444769,0.00035421,0.799069,0.61644,0.000740196
-0.44453,0.000359665,0.798671,0.61812,0.000740196
-0.444643,0.000354502,0.798027,0.617671,0.000740196
-0.443864,0.00036049,0.798989,0.618544,0.000740196
-0.444986,0.000378149,0.797343,0.620337,0.000740196
-0.44431,0.000362284,0.79919,0.619946,0.000740196
-0.444579,0.000356995,0.799874,0.618386,0.000740196
-0.444518,0.000371463,0.800539,0.618481,0.000740196
-0.444999,0.000356606,0.800539,0.618481,0.000740196
-0.444289,0.000365115,0.801799,0.618741,0.000740196
-0.444911,0.000353601,0.802546,0.619061,0.000740196
-0.444183,0.000375424,0.802546,0.619061,0.000740196
-0.444207,0.000360649,0.802546,0.619061,0.000740196
-0.444879,0.000356081,0.802546,0.619061,0.000740196
-0.444664,0.000361425,0.802675,0.618828,0.000740196
-0.444362,0.000360344,0.801644,0.617828,0.000740196
-0.444863,0.000365205,0.801644,0.617828,0.000740196
-0.444877,0.000355208,0.801644,0.617828,0.000740196
-0.4447,0.000365479,0.801527,0.619511,0.000740196
-0.444272,0.00037034,0.801908,0.620707,0.000740196
-0.44411,0.000368728,0.802215,0.620731,0.000740196
-0.443558,0.00038514,0.803074,0.622367,0.000740196
-0.444477,0.000372519,0.803413,0.620991,0.000740196
-0.443733,0.000378241,0.804702,0.622446,0.000740196
-0.444424,0.000370736,0.805123,0.622357,0.000740196
-0.444512,0.000368459,0.805037,0.621656,0.000731681
-0.44451,0.000366953,0.804405,0.620886,0.000731681
-0.4442,0.00037328,0.804018,0.622337,0.000731681
-0.444193,0.000375454,0.803939,0.622303,0.000731681
-0.44378,0.000380964,0.803102,0.622114,0.000731681
-0.443734,0.000367899,0.801662,0.622092,0.000731681
-0.444147,0.000374042,0.801858,0.622175,0.000731681
-0.444132,0.000389115,0.801648,0.622578,0.000731681
-0.444143,0.000364646,0.801648,0.622578,0.000731681
-0.443962,0.000380783,0.801648,0.622578,0.000731681
-0.444108,0.000384064,0.801648,0.622578,0.000731681
-0.444384,0.000370425,0.801125,0.625083,0.000731681
-0.44364,0.000388853,0.801808,0.624797,0.000731681
-0.443073,0.000383219,0.800604,0.625496,0.000731681
-0.443548,0.00037343,0.800248,0.626889,0.000731681
-0.443104,0.00037776,0.800248,0.626889,0.000731681
-0.44338,0.000384347,0.799903,0.627217,0.000731681
-0.443696,0.000384099,0.800103,0.626419,0.000731681
-0.443837,0.000371719,0.800103,0.626419,0.000731681
-0.444601,0.000370518,0.800103,0.626419,0.000731681
-0.443076,0.000387399,0.799919,0.627164,0.000731681
-0.443099,0.000388029,0.80008,0.627518,0.000731681
-0.44408,0.000381826,0.80008,0.627518,0.000731681
-0.442909,0.000390689,0.801062,0.627758,0.000731681
-0.443158,0.00038889,0.800953,0.627579,0.000731681
-0.442637,0.000396823,0.800766,0.628084,0.000731681
-0.443553,0.000395662,0.80123,0.62867,0.000731681
-0.443606,0.000386315,0.802447,0.628316,0.000731681
-0.443895,0.000383993,0.802941,0.626833,0.000731681
-0.443535,0.000388565,0.803696,0.626785,0.000731681
-0.443585,0.000387732,0.803741,0.629059,0.000731681
-0.442701,0.00038853,0.805326,0.629322,0.000731681
-0.442963,0.000393691,0.806114,0.63094,0.000731681
-0.442613,0.000400564,0.805499,0.631728,0.000731681
-0.443016,0.000399633,0.805499,0.631728,0.000731681
-0.442326,0.000398758,0.806503,0.631917,0.000731681
-0.44249,0.000403083,0.80678,0.630871,0.000731681
-0.442989,0.000395056,0.807722,0.62981,0.000731681
-0.44337,0.000388737,0.805832,0.628929,0.000731681
-0.443018,0.000393729,0.80751,0.6293,0.000731681
-0.44316,0.000391859,0.808296,0.627901,0.000731681
-0.444174,0.000382715,0.807352,0.626379,0.000731681
-0.442938,0.000393859,0.807898,0.624776,0.000731681
-0.444219,0.000378694,0.807947,0.625313,0.000731681
-0.443137,0.000387381,0.807926,0.626783,0.000731681
-0.443301,0.000387288,0.807926,0.626783,0.000731681
-0.444074,0.000381898,0.807307,0.626788,0.000731681
-0.442987,0.00039439,0.807551,0.624606,0.000731681
-0.443587,0.000386049,0.807551,0.624606,0.000731681
-0.443536,0.000394122,0.806086,0.625961,0.000731681
-0.44352,0.000390337,0.806883,0.626538,0.000723263
-0.443729,0.000382433,0.80711,0.627585,0.000723263
-0.442728,0.000408014,0.806099,0.628251,0.000723263
-0.442985,0.000397386,0.806513,0.628825,0.000723263
-0.442166,0.000409016,0.80477,0.629922,0.000723263
-0.443672,0.000392443,0.803244,0.629183,0.000723263
-0.443392,0.00037977,0.803244,0.629183,0.000723263
-0.442899,0.000391332,0.802976,0.630375,0.000723263
-0.442377,0.000394333,0.802843,0.629424,0.000723263
-0.442831,0.000387248,0.801726,0.629475,0.000723263
-0.443425,0.000377252,0.801879,0.62875,0.000723263
-0.443419,0.000387549,0.801879,0.62875,0.000723263
-0.442534,0.000394704,0.80291,0.628841,0.000723263
-0.442896,0.000389672,0.803326,0.627814,0.000723263
-0.443296,0.000381987,0.804559,0.628702,0.000723263
-0.443385,0.000387527,0.804559,0.628702,0.000723263
-0.443444,0.000384839,0.805616,0.62806,0.000723263
-0.443102,0.000384906,0.804936,0.628311,0.000723263
-0.443402,0.000392898,0.805547,0.627429,0.000723263
-0.443689,0.000375032,0.805508,0.625433,0.000723263
-0.443993,0.00037452,0.80527,0.625902,0.000723263
-0.443832,0.000376267,0.80527,0.625902,0.000723263
-0.443777,0.000379287,0.803405,0.625619,0.000723263
-0.443968,0.000368552,0.803405,0.625619,0.000723263
-0.443686,0.000387523,0.804847,0.62526,0.000723263
-0.44414,0.00037337,0.803273,0.622911,0.000723263
-0.444723,0.000370679,0.801348,0.621402,0.000723263
-0.444372,0.000369601,0.801181,0.621047,0.000723263
-0.44356,0.000375371,0.800443,0.622558,0.000723263
-0.444036,0.000368361,0.801397,0.620311,0.000723263
-0.444248,0.000372811,0.801397,0.620311,0.000723263
-0.444785,0.000345583,0.800661,0.620273,0.000723263
-0.444108,0.000370171,0.800491,0.62241,0.000723263
-0.443512,0.000366814,0.800491,0.62241,0.000723263
-0.444394,0.000371951,0.8026,0.621663,0.000723263
-0.444234,0.000374459,0.8026,0.621663,0.000723263
-0.44417,0.000373142,0.804564,0.623049,0.000723263
-0.443854,0.000379824,0.804735,0.623433,0.000723263
-0.44377,0.000380301,0.80603,0.623235,0.000723263
-0.443569,0.0003786,0.80603,0.623235,0.000723263
-0.444275,0.000384341,0.806942,0.624929,0.000723263
-0.443509,0.000392061,0.807646,0.624335,0.000723263
-0.442764,0.000392707,0.808765,0.624728,0.000723263
-0.443444,0.000375041,0.808519,0.623243,0.000723263
-0.44318,0.000395073,0.807878,0.623446,0.000723263
-0.443935,0.000381759,0.808704,0.622689,0.000723263
-0.443834,0.000386903,0.808842,0.623943,0.000723263
-0.44399,0.000374507,0.809414,0.62277,0.000723263
-0.444139,0.000372111,0.809967,0.621977,0.000723263
-0.443333,0.000388664,0.810657,0.621272,0.000723263
-0.444055,0.000374324,0.810499,0.619477,0.000714943
-0.443728,0.000415601,0.811106,0.617956,0.000714943
-0.443767,0.000376058,0.811349,0.616691,0.000714943
-0.444165,0.000372992,0.811349,0.616691,0.000714943
-0.444035,0.000372221,0.811349,0.616691,0.000714943
-0.44439,0.000365524,0.811761,0.617641,0.000714943
-0.444246,0.000370772,0.811252,0.617239,0.000714943
-0.444142,0.00037385,0.811286,0.617454,0.000714943
-0.443737,0.000376106,0.812084,0.617785,0.000714943
-0.443551,0.000364634,0.810553,0.617474,0.000714943
-0.444022,0.000368287,0.809355,0.617897,0.000714943
-0.443916,0.000381908,0.809723,0.620182,0.000714943
-0.444208,0.000383135,0.810615,0.621728,0.000714943
-0.444282,0.000377623,0.811536,0.619803,0.000714943
-0.443915,0.000371802,0.811525,0.619768,0.000714943
-0.443778,0.00037459,0.812485,0.621257,0.000714943
-0.443494,0.000386869,0.812422,0.620172,0.000714943
-0.443849,0.000379141,0.812422,0.620172,0.000714943
-0.443636,0.000386804,0.81183,0.622054,0.000714943
-0.444583,0.000381623,0.81183,0.622054,0.000714943
-0.443546,0.000383532,0.81183,0.622054,0.000714943
-0.443505,0.000390601,0.810925,0.622271,0.000714943
-0.443861,0.000377294,0.809565,0.621689,0.000714943
-0.4436,0.000379704,0.81051,0.622675,0.000714943
-0.443922,0.000382028,0.81051,0.622675,0.000714943
-0.443625,0.000377662,0.808708,0.622498,0.000714943
-0.443514,0.000382531,0.80635,0.623738,0.000714943
-0.443912,0.00038531,0.806983,0.624353,0.000714943
-0.443462,0.000379347,0.806551,0.624701,0.000714943
-0.443647,0.000382664,0.806497,0.623903,0.000714943
-0.443605,0.000378951,0.807728,0.625203,0.000714943
-0.443976,0.000380774,0.808433,0.625502,0.000714943
-0.443371,0.000393423,0.808059,0.62568,0.000714943
-0.443581,0.000395777,0.808059,0.62568,0.000714943
-0.44364,0.000399971,0.807773,0.626619,0.000714943
-0.443277,0.000404697,0.80867,0.627221,0.000714943
-0.442911,0.000389759,0.80867,0.627221,0.000714943
-0.44267,0.000400389,0.811973,0.627602,0.000714943
-0.442375,0.000416427,0.812333,0.628686,0.000714943
-0.442422,0.000405233,0.813228,0.628696,0.000714943
-0.442283,0.000414152,0.811805,0.629407,0.000714943
-0.442628,0.000407219,0.813021,0.629562,0.000714943
-0.442438,0.000415812,0.813021,0.629562,0.000714943
-0.443044,0.000406558,0.813021,0.629562,0.000714943
-0.442713,0.000405041,0.814241,0.627442,0.000714943
-0.442894,0.000396853,0.81227,0.626406,0.000714943
-0.442878,0.000388907,0.81227,0.626406,0.000714943
-0.442548,0.000403908,0.810762,0.629171,0.000714943
-0.442808,0.00041674,0.810773,0.630545,0.000714943
-0.442508,0.000411461,0.810773,0.630545,0.000714943
-0.442277,0.0004015,0.810773,0.630545,0.000706718
-0.441373,0.000411354,0.811028,0.631432,0.000706718
-0.442394,0.000420099,0.811028,0.631432,0.000706718
-0.442164,0.0004117,0.80935,0.633728,0.000706718
-0.44128,0.000427059,0.809352,0.633595,0.000706718
-0.441978,0.000409263,0.809318,0.632064,0.000706718
-0.442107,0.000409476,0.808994,0.631901,0.000706718
-0.44201,0.000410134,0.808608,0.632711,0.000706718
-0.441617,0.000406948,0.807842,0.632483,0.000706718
-0.442062,0.000408652,0.806567,0.633459,0.000706718
-0.44242,0.000400248,0.806357,0.632684,0.000706718
-0.442441,0.000396477,0.806108,0.632275,0.000706718
-0.441826,0.000406138,0.806767,0.633096,0.000706718
-0.442654,0.000400542,0.806975,0.63217,0.000706718
-0.442419,0.000401476,0.805985,0.633179,0.000706718
-0.442251,0.000398223,0.805456,0.632055,0.000706718
