H_estimate,H_error,mu,sigma,T
-0.443092,0.000397885,0.804095,0.631339,0.000369691
-0.442947,0.000387499,0.803047,0.630975,0.000369691
-0.443553,0.000388754,0.803047,0.630975,0.000369691
-0.442513,0.000392121,0.803999,0.632776,0.000369691
-0.44249,0.00040528,0.804188,0.633221,0.000369691
-0.441946,0.000404042,0.804188,0.633221,0.000369691
-0.442663,0.000399219,0.804188,0.633221,0.000369691
-0.442086,0.000399693,0.805446,0.633881,0.000369691
-0.442268,0.000396344,0.804987,0.633963,0.000369691
-0.443096,0.000381687,0.803846,0.63295,0.000369691
-0.442511,0.000410671,0.803847,0.631357,0.000369691
-0.441962,0.000407384,0.804008,0.632108,0.000369691
-0.442621,0.000398092,0.804561,0.631531,0.000369691
-0.442055,0.000403897,0.804561,0.631531,0.000369691
-0.442931,0.000391948,0.804561,0.631531,0.000369691
-0.443052,0.000396041,0.804561,0.631531,0.000369691
-0.442756,0.000398154,0.804444,0.632124,0.000365438
-0.44235,0.00040963,0.803957,0.631606,0.000365438
-0.442807,0.000393695,0.805085,0.63198,0.000365438
-0.441821,0.000407162,0.806139,0.631932,0.000365438
-0.44275,0.000404609,0.806139,0.631932,0.000365438
-0.442595,0.000395162,0.804984,0.631137,0.000365438
-0.443096,0.000392503,0.802785,0.631874,0.000365438
-0.442925,0.000394954,0.801907,0.630857,0.000365438
-0.442612,0.000388728,0.800765,0.630102,0.000365438
-0.443198,0.000387296,0.801192,0.630233,0.000365438
-0.443218,0.000385899,0.801365,0.62851,0.000365438
-0.443032,0.000377446,0.800438,0.628421,0.000365438
-0.443163,0.000382036,0.800857,0.629714,0.000365438
-0.442676,0.00039767,0.802999,0.630246,0.000365438
-0.443064,0.000404697,0.804238,0.629925,0.000365438
-0.442853,0.000400471,0.804238,0.629925,0.000365438
-0.442809,0.000391921,0.802502,0.629394,0.000365438
-0.442799,0.000387427,0.801836,0.629373,0.000365438
-0.44324,0.000386845,0.801836,0.629373,0.000365438
-0.443386,0.000381294,0.801427,0.627826,0.000365438
-0.44352,0.00037445,0.800215,0.627352,0.000365438
-0.443442,0.000389317,0.798459,0.62781,0.000365438
-0.443994,0.000375566,0.799334,0.626513,0.000365438
-0.443268,0.00037695,0.799334,0.626513,0.000365438
-0.444449,0.000374159,0.800121,0.626467,0.000365438
-0.443754,0.000378985,0.800875,0.625631,0.000365438
-0.444153,0.000366884,0.800875,0.625631,0.000365438
-0.443884,0.000374978,0.800875,0.625631,0.000365438
-0.443703,0.000383123,0.801429,0.62538,0.000365438
-0.443743,0.00038341,0.802295,0.624754,0.000365438
-0.443882,0.000379352,0.802584,0.626229,0.000365438
-0.44351,0.000377897,0.802719,0.627116,0.000365438
-0.443491,0.000392944,0.802043,0.626119,0.000365438
-0.444188,0.000377346,0.803695,0.626768,0.000365438
-0.443363,0.000386894,0.803399,0.626898,0.000365438
-0.44316,0.000400292,0.804337,0.628185,0.000365438
-0.44353,0.000397245,0.804337,0.628185,0.000365438
-0.443789,0.000382076,0.804337,0.628185,0.000365438
-0.443111,0.000393716,0.803986,0.628134,0.000365438
-0.443755,0.000381616,0.803986,0.628134,0.000365438
-0.443369,0.000391986,0.803986,0.628134,0.000365438
-0.444071,0.000372076,0.804267,0.626758,0.000365438
-0.443667,0.000390481,0.805155,0.626656,0.000365438
-0.443656,0.000380247,0.805155,0.626656,0.000365438
-0.443992,0.000386952,0.805155,0.626656,0.000365438
-0.443186,0.000386631,0.803807,0.626359,0.000365438
-0.444008,0.000372867,0.801342,0.624445,0.000365438
-0.444231,0.00037507,0.801342,0.624445,0.000365438
-0.444454,0.000367273,0.80066,0.624664,0.000365438
-0.444045,0.000372132,0.799124,0.623553,0.000365438
-0.443503,0.000368033,0.799124,0.623553,0.000361234
-0.444278,0.000369319,0.797554,0.622092,0.000361234
-0.444676,0.000375401,0.797047,0.621544,0.000361234
-0.444171,0.000357954,0.795698,0.622346,0.000361234
-0.444257,0.000367271,0.795698,0.622346,0.000361234
-0.443751,0.000365279,0.796577,0.622261,0.000361234
-0.444119,0.000365485,0.797793,0.620644,0.000361234
-0.444441,0.000360854,0.797375,0.619467,0.000361234
-0.443597,0.000367715,0.797108,0.618322,0.000361234
-0.444844,0.00035028,0.797108,0.618322,0.000361234
-0.444326,0.000360169,0.796586,0.616887,0.000361234
-0.444839,0.000348298,0.797981,0.614584,0.000361234
-0.444357,0.000357233,0.798209,0.614029,0.000361234
-0.444214,0.000365833,0.797879,0.614556,0.000361234
-0.4442,0.000350197,0.798045,0.614447,0.000361234
-0.444251,0.000352846,0.798045,0.614447,0.000361234
-0.444688,0.000345296,0.797708,0.61208,0.000361234
-0.444498,0.000343874,0.79687,0.612937,0.000361234
-0.444558,0.000363034,0.798866,0.611097,0.000361234
-0.444667,0.000349891,0.798669,0.611462,0.000361234
-0.444308,0.000354861,0.798669,0.611462,0.000361234
-0.444111,0.000355193,0.800276,0.612615,0.000361234
-0.444329,0.000349738,0.799502,0.612212,0.000361234
-0.444523,0.000353042,0.799502,0.612212,0.000361234
-0.444431,0.000356091,0.799437,0.613873,0.000361234
-0.444806,0.000353142,0.797865,0.611232,0.000361234
-0.444895,0.000349728,0.797865,0.611232,0.000361234
-0.443999,0.000347941,0.797697,0.609554,0.000361234
-0.443976,0.000341979,0.796646,0.609081,0.000361234
-0.444437,0.000343753,0.795904,0.609704,0.000361234
-0.444038,0.00034439,0.796584,0.60956,0.000361234
-0.444088,0.000354624,0.796897,0.609617,0.000361234
-0.444269,0.000342714,0.795826,0.610232,0.000361234
-0.444203,0.000347475,0.796086,0.610511,0.000361234
-0.444501,0.000344157,0.795575,0.610923,0.000361234
-0.44411,0.00034601,0.793992,0.612155,0.000361234
-0.443847,0.000347128,0.793716,0.609903,0.000361234
-0.444424,0.000351629,0.795979,0.611238,0.000361234
-0.444471,0.000350298,0.795758,0.611415,0.000361234
-0.443938,0.000356242,0.795926,0.611898,0.000361234
-0.443979,0.000352585,0.796136,0.61082,0.000361234
-0.444307,0.000351087,0.797096,0.610207,0.000361234
-0.444249,0.00036014,0.797096,0.610207,0.000361234
-0.443804,0.000347393,0.796803,0.610233,0.000361234
-0.444352,0.000356393,0.799609,0.611202,0.000361234
-0.44456,0.000347803,0.80041,0.610039,0.000361234
-0.444532,0.000341628,0.80041,0.610039,0.000361234
-0.444169,0.000346621,0.800549,0.608633,0.000361234
-0.444414,0.000357108,0.80306,0.60889,0.000361234
-0.444064,0.000352822,0.80306,0.60889,0.000361234
-0.443276,0.000351874,0.803947,0.608394,0.000357079
-0.443742,0.000360504,0.80453,0.608155,0.000357079
-0.444231,0.000356024,0.80453,0.608155,0.000357079
-0.443882,0.000353472,0.803952,0.607811,0.000357079
-0.444054,0.000360429,0.803363,0.606364,0.000357079
-0.44372,0.000355288,0.803927,0.605956,0.000357079
-0.443803,0.00034706,0.803899,0.605439,0.000357079
-0.44379,0.000355729,0.803899,0.605439,0.000357079
-0.443332,0.000368236,0.805411,0.604847,0.000357079
-0.443849,0.000347168,0.803541,0.603673,0.000357079
-0.443551,0.000351314,0.803541,0.603673,0.000357079
-0.443125,0.000356762,0.804618,0.603288,0.000357079
-0.443072,0.000356423,0.805186,0.604203,0.000357079
-0.443137,0.000356608,0.805456,0.604461,0.000357079
-0.443692,0.000350314,0.805224,0.606985,0.000357079
-0.444592,0.000354305,0.805224,0.606985,0.000357079
-0.4441,0.00034497,0.805224,0.606985,0.000357079
-0.443674,0.000349271,0.805624,0.6066,0.000357079
-0.443357,0.000357691,0.805624,0.6066,0.000357079
-0.443559,0.000359436,0.805136,0.606773,0.000357079
-0.443897,0.000352034,0.805136,0.606773,0.000357079
-0.443374,0.000358066,0.805136,0.606773,0.000357079
-0.443617,0.000357033,0.805136,0.606773,0.000357079
-0.443558,0.000358682,0.803467,0.60728,0.000357079
-0.443904,0.00036129,0.803467,0.60728,0.000357079
-0.443861,0.000357003,0.803467,0.60728,0.000357079
-0.443333,0.000357966,0.803694,0.606112,0.000357079
-0.443954,0.000352526,0.803694,0.606112,0.000357079
-0.444031,0.000353649,0.802944,0.606168,0.000357079
-0.443737,0.000355398,0.803571,0.60622,0.000357079
-0.443835,0.000351411,0.803496,0.606675,0.000357079
-0.444058,0.000346364,0.802633,0.606751,0.000357079
-0.444093,0.000350813,0.802525,0.606161,0.000357079
-0.443573,0.000354726,0.803392,0.605075,0.000357079
-0.443327,0.000355239,0.80132,0.605278,0.000357079
-0.443808,0.000354683,0.80132,0.605278,0.000357079
-0.443545,0.000345182,0.800476,0.604933,0.000357079
-0.444072,0.000348482,0.800476,0.604933,0.000357079
-0.443416,0.000350524,0.800302,0.603993,0.000357079
-0.444307,0.000345176,0.799888,0.60586,0.000357079
-0.443705,0.000347918,0.797898,0.607098,0.000357079
-0.44361,0.000354354,0.798525,0.606813,0.000357079
-0.444054,0.000343905,0.798865,0.607009,0.000357079
-0.443256,0.000348737,0.800104,0.606627,0.000357079
-0.444091,0.000349646,0.800906,0.606409,0.000357079
-0.443621,0.000351983,0.800446,0.606769,0.000357079
-0.443657,0.000348754,0.800424,0.607407,0.000357079
-0.444037,0.00035378,0.798807,0.607875,0.000357079
-0.443954,0.000345359,0.797772,0.608069,0.000357079
-0.443871,0.000347359,0.797135,0.608669,0.000357079
-0.444102,0.000352418,0.797687,0.608459,0.000352971
-0.443909,0.000354027,0.797687,0.608459,0.000352971
-0.444771,0.000343556,0.797687,0.608459,0.000352971
-0.444059,0.000343712,0.796061,0.609189,0.000352971
-0.444432,0.000349287,0.796906,0.610836,0.000352971
-0.444384,0.000344418,0.796261,0.609683,0.000352971
-0.444286,0.000345058,0.796261,0.609683,0.000352971
-0.444024,0.000345473,0.795321,0.60806,0.000352971
-0.443554,0.000344984,0.794694,0.608536,0.000352971
-0.444109,0.000341581,0.794694,0.608536,0.000352971
-0.443712,0.000346701,0.793156,0.607634,0.000352971
-0.443937,0.000347676,0.792962,0.607202,0.000352971
-0.443476,0.000344308,0.793015,0.607532,0.000352971
-0.443702,0.000354186,0.792933,0.609106,0.000352971
-0.443844,0.000345993,0.792914,0.609021,0.000352971
-0.44357,0.000348588,0.79395,0.608169,0.000352971
-0.444074,0.000343437,0.793928,0.606667,0.000352971
-0.443917,0.00034176,0.793928,0.606667,0.000352971
-0.443307,0.000351808,0.79523,0.607209,0.000352971
-0.444136,0.00034485,0.796861,0.608117,0.000352971
-0.444257,0.000346234,0.797869,0.610031,0.000352971
-0.444852,0.000345139,0.797572,0.610183,0.000352971
-0.443924,0.000356406,0.798098,0.609973,0.000352971
-0.443652,0.000356407,0.797521,0.609072,0.000352971
-0.444212,0.00034415,0.798187,0.608992,0.000352971
-0.444191,0.000348868,0.798187,0.608992,0.000352971
-0.443533,0.00035378,0.797272,0.607985,0.000352971
-0.443699,0.000343437,0.796459,0.607576,0.000352971
-0.443475,0.000351042,0.795056,0.607841,0.000352971
-0.444176,0.000341162,0.795808,0.609391,0.000352971
-0.444348,0.000351601,0.796937,0.608847,0.000352971
-0.443505,0.00034682,0.796442,0.607104,0.000352971
-0.443487,0.000346072,0.796842,0.606829,0.000352971
-0.443193,0.000348595,0.797143,0.604587,0.000352971
-0.443569,0.000348391,0.797282,0.605762,0.000352971
-0.444073,0.000343098,0.796956,0.605786,0.000352971
-0.443863,0.000349453,0.796432,0.604508,0.000352971
-0.443346,0.000354137,0.796796,0.604136,0.000352971
-0.443433,0.000352094,0.79726,0.604558,0.000352971
-0.443686,0.000347144,0.79726,0.604558,0.000352971
-0.443782,0.000344159,0.79726,0.604558,0.000352971
-0.443833,0.000349194,0.798085,0.604603,0.000352971
-0.443191,0.000339375,0.798085,0.604603,0.000352971
-0.44379,0.000344755,0.798248,0.605855,0.000352971
-0.444028,0.000354282,0.798248,0.605855,0.000352971
-0.444087,0.000349103,0.798248,0.605855,0.000352971
-0.443377,0.000353702,0.798248,0.605855,0.000352971
-0.443315,0.000346257,0.796445,0.605718,0.000352971
-0.443567,0.000344223,0.796445,0.605718,0.000352971
-0.443984,0.000344733,0.795956,0.604556,0.000352971
-0.443257,0.000348234,0.794922,0.604266,0.00034891
-0.443198,0.000340035,0.794922,0.604266,0.00034891
-0.443721,0.000347103,0.796272,0.603933,0.00034891
-0.444041,0.000338946,0.796272,0.603933,0.00034891
-0.443298,0.000346517,0.796272,0.603933,0.00034891
-0.442949,0.00034637,0.797333,0.603517,0.00034891
-0.443435,0.000340747,0.797262,0.604052,0.00034891
-0.443146,0.00034502,0.798059,0.603595,0.00034891
-0.443199,0.000349198,0.798869,0.603641,0.00034891
-0.443272,0.000357061,0.798869,0.603641,0.00034891
-0.443802,0.000346584,0.798869,0.603641,0.00034891
-0.443494,0.000344215,0.798869,0.603641,0.00034891
-0.443768,0.000344498,0.799759,0.603907,0.00034891
-0.44327,0.000350973,0.800471,0.604738,0.00034891
-0.443319,0.000348748,0.799782,0.603672,0.00034891
-0.443293,0.00034792,0.799782,0.603672,0.00034891
-0.442997,0.000350792,0.799204,0.603339,0.00034891
-0.443948,0.000346578,0.799384,0.606341,0.00034891
-0.44408,0.000350927,0.799384,0.606341,0.00034891
-0.443822,0.000352806,0.799384,0.606341,0.00034891
-0.443873,0.000345777,0.799053,0.606442,0.00034891
-0.443975,0.000352757,0.797702,0.60564,0.00034891
-0.443233,0.000358359,0.797702,0.60564,0.00034891
-0.443852,0.00034166,0.796062,0.605572,0.00034891
-0.443731,0.000346945,0.795699,0.605415,0.00034891
-0.443526,0.000345424,0.796399,0.605728,0.00034891
-0.443179,0.000345511,0.794777,0.606361,0.00034891
-0.443487,0.000346816,0.792726,0.606894,0.00034891
-0.444655,0.000343896,0.793202,0.607115,0.00034891
-0.443796,0.000338468,0.794109,0.607874,0.00034891
-0.444056,0.000342464,0.794282,0.607182,0.00034891
-0.44418,0.000348111,0.795459,0.605878,0.00034891
-0.444114,0.00034438,0.796518,0.605046,0.00034891
-0.443495,0.000347521,0.796165,0.604772,0.00034891
-0.443152,0.000342169,0.796635,0.604535,0.00034891
-0.442806,0.000353366,0.797428,0.603361,0.00034891
-0.443116,0.000352746,0.797428,0.603361,0.00034891
-0.443425,0.000350593,0.797428,0.603361,0.00034891
-0.443427,0.000346873,0.797428,0.603361,0.00034891
-0.443168,0.00035413,0.797428,0.603361,0.00034891
-0.442669,0.000344146,0.795448,0.601299,0.00034891
-0.442591,0.000353982,0.795926,0.601314,0.00034891
-0.443109,0.00034526,0.795926,0.601314,0.00034891
-0.442977,0.000345995,0.795926,0.601314,0.00034891
-0.442679,0.000348458,0.795926,0.601314,0.00034891
-0.442309,0.000352843,0.7962,0.600527,0.00034891
-0.442352,0.000340905,0.794856,0.601395,0.00034891
-0.442681,0.000346994,0.794932,0.603748,0.00034891
-0.443859,0.00034534,0.794932,0.603748,0.00034891
-0.444164,0.000336801,0.795552,0.606221,0.00034891
-0.443766,0.000344402,0.796074,0.604587,0.000344896
-0.443562,0.000350344,0.795704,0.605343,0.000344896
-0.443643,0.000349133,0.793899,0.606414,0.000344896
-0.443013,0.000350413,0.794678,0.60656,0.000344896
-0.443882,0.000344034,0.794678,0.60656,0.000344896
-0.443315,0.000347526,0.794796,0.60692,0.000344896
-0.443086,0.000342423,0.794984,0.605961,0.000344896
-0.443329,0.000350511,0.794433,0.606534,0.000344896
-0.44341,0.000350508,0.795604,0.607154,0.000344896
-0.443986,0.000343531,0.794048,0.609152,0.000344896
-0.444362,0.000344646,0.795526,0.608123,0.000344896
-0.443919,0.000342783,0.795526,0.608123,0.000344896
-0.444467,0.000338359,0.795526,0.608123,0.000344896
-0.443337,0.00034763,0.795845,0.607088,0.000344896
-0.443762,0.000339622,0.796318,0.606792,0.000344896
-0.444045,0.000344677,0.796318,0.606792,0.000344896
-0.443554,0.000355398,0.796387,0.608364,0.000344896
-0.443992,0.000345128,0.795878,0.609994,0.000344896
-0.444117,0.000349814,0.796677,0.609087,0.000344896
-0.443559,0.000349299,0.796881,0.608831,0.000344896
-0.444492,0.000346528,0.79649,0.609864,0.000344896
-0.444202,0.000346116,0.79649,0.609864,0.000344896
-0.444075,0.00034978,0.79788,0.609668,0.000344896
-0.444839,0.000344821,0.79788,0.609668,0.000344896
-0.444539,0.000345234,0.798134,0.611307,0.000344896
-0.443923,0.000360039,0.798134,0.611307,0.000344896
-0.443855,0.000354735,0.798646,0.610238,0.000344896
-0.443653,0.00035156,0.798663,0.608952,0.000344896
-0.444126,0.00034883,0.798663,0.608952,0.000344896
-0.44416,0.000350919,0.797754,0.608918,0.000344896
-0.444794,0.000343138,0.796875,0.610799,0.000344896
-0.444156,0.00035621,0.796875,0.610799,0.000344896
-0.444339,0.000345992,0.796757,0.610874,0.000344896
-0.44459,0.000354691,0.798638,0.610706,0.000344896
-0.444195,0.00034479,0.79738,0.611161,0.000344896
-0.444623,0.000345447,0.79738,0.611161,0.000344896
-0.444669,0.000345921,0.798877,0.611945,0.000344896
-0.444276,0.000361121,0.801232,0.612222,0.000344896
-0.444462,0.000351128,0.801232,0.612222,0.000344896
-0.444738,0.000353848,0.801232,0.612222,0.000344896
-0.443832,0.000358111,0.801588,0.612426,0.000344896
-0.444362,0.00035027,0.802466,0.610878,0.000344896
-0.444274,0.000357383,0.802466,0.610878,0.000344896
-0.444661,0.00034967,0.802382,0.611012,0.000344896
-0.445135,0.000349542,0.801759,0.611508,0.000344896
-0.44456,0.000354577,0.802747,0.612548,0.000344896
-0.444671,0.000353695,0.802288,0.612364,0.000344896
-0.444485,0.000360089,0.803655,0.612691,0.000344896
-0.44458,0.000356551,0.804815,0.614148,0.000344896
-0.444367,0.000360104,0.804815,0.614148,0.000344896
-0.444403,0.000353477,0.805778,0.613066,0.000340929
-0.444165,0.000359282,0.805778,0.613066,0.000340929
-0.444401,0.000354788,0.805895,0.612128,0.000340929
-0.444172,0.000358703,0.807181,0.612336,0.000340929
-0.443734,0.000364906,0.805211,0.610061,0.000340929
-0.444103,0.000354329,0.804046,0.61009,0.000340929
-0.443819,0.000356596,0.804041,0.609125,0.000340929
-0.444376,0.000356724,0.803477,0.610697,0.000340929
-0.444147,0.000350501,0.804567,0.609509,0.000340929
-0.443648,0.000349866,0.80462,0.608348,0.000340929
-0.443719,0.000363137,0.805432,0.609007,0.000340929
-0.444296,0.000359661,0.802767,0.609611,0.000340929
-0.444254,0.000351072,0.801052,0.610374,0.000340929
-0.444999,0.000354498,0.801052,0.610374,0.000340929
-0.443901,0.000351062,0.8021,0.608061,0.000340929
-0.444011,0.000350599,0.80188,0.607455,0.000340929
-0.44403,0.000349419,0.801385,0.607805,0.000340929
-0.444082,0.000351414,0.800383,0.607995,0.000340929
-0.443891,0.000354918,0.799656,0.607825,0.000340929
-0.443475,0.000346896,0.800181,0.609055,0.000340929
-0.443698,0.000346984,0.800055,0.609047,0.000340929
-0.444032,0.000349655,0.801859,0.608845,0.000340929
-0.444538,0.000349713,0.801823,0.608597,0.000340929
-0.443501,0.000356313,0.802862,0.607294,0.000340929
-0.444328,0.000349432,0.802862,0.607294,0.000340929
-0.443677,0.000358974,0.802943,0.606213,0.000340929
-0.443955,0.000351892,0.801787,0.606387,0.000340929
-0.443876,0.000362548,0.801787,0.606387,0.000340929
-0.443858,0.00034524,0.801815,0.606031,0.000340929
-0.443498,0.00035372,0.802162,0.606812,0.000340929
-0.444101,0.000352612,0.802162,0.606812,0.000340929
-0.443712,0.000353412,0.802162,0.606812,0.000340929
-0.443768,0.00035967,0.802162,0.606812,0.000340929
-0.444001,0.000350245,0.802162,0.606812,0.000340929
-0.444396,0.000353805,0.80315,0.606724,0.000340929
-0.444342,0.00035268,0.801476,0.608299,0.000340929
-0.444266,0.000350632,0.80281,0.607495,0.000340929
-0.444118,0.000353024,0.802592,0.607987,0.000340929
-0.44478,0.00034956,0.802592,0.607987,0.000340929
-0.443998,0.000350215,0.802835,0.609386,0.000340929
-0.443935,0.000366955,0.803331,0.608699,0.000340929
-0.444498,0.00035666,0.803331,0.608699,0.000340929
-0.444278,0.000359398,0.804085,0.60823,0.000340929
-0.44437,0.000349027,0.804085,0.60823,0.000340929
-0.444562,0.000348862,0.803321,0.608333,0.000340929
-0.443734,0.000357632,0.803321,0.608333,0.000340929
-0.44408,0.000359737,0.80351,0.609874,0.000340929
-0.444156,0.000355492,0.802393,0.611619,0.000340929
-0.444523,0.000355834,0.802377,0.612729,0.000340929
-0.444079,0.00035171,0.801712,0.611789,0.000340929
-0.444451,0.000352489,0.802591,0.612702,0.000337006
-0.444748,0.000354687,0.802992,0.61168,0.000337006
-0.444518,0.000354231,0.80222,0.610376,0.000337006
-0.444416,0.000360916,0.802162,0.612313,0.000337006
-0.444148,0.000358112,0.802166,0.6126,0.000337006
-0.445286,0.000351909,0.800149,0.613245,0.000337006
-0.444992,0.000343538,0.800149,0.613245,0.000337006
-0.444699,0.000357774,0.799608,0.613447,0.000337006
-0.444638,0.00035009,0.799661,0.614376,0.000337006
-0.444716,0.000356001,0.799661,0.614376,0.000337006
-0.444049,0.000349158,0.799185,0.614617,0.000337006
-0.444644,0.000354001,0.799858,0.614897,0.000337006
-0.444657,0.000354225,0.799858,0.614897,0.000337006
-0.444389,0.000355227,0.801078,0.613909,0.000337006
-0.444682,0.000351594,0.801078,0.613909,0.000337006
-0.444394,0.00035762,0.799839,0.613234,0.000337006
-0.444283,0.000354584,0.799691,0.614699,0.000337006
-0.444495,0.000349657,0.799691,0.614699,0.000337006
-0.444202,0.000356676,0.798624,0.613015,0.000337006
-0.444286,0.00035427,0.79929,0.612612,0.000337006
-0.444848,0.000356855,0.796889,0.613577,0.000337006
-0.444687,0.000348203,0.796715,0.613745,0.000337006
-0.444374,0.000350939,0.795649,0.612386,0.000337006
-0.444088,0.000345768,0.793717,0.612851,0.000337006
-0.444213,0.000343477,0.793906,0.612807,0.000337006
-0.444075,0.000361604,0.795473,0.614176,0.000337006
-0.444373,0.000345515,0.795473,0.614176,0.000337006
-0.44428,0.000355345,0.795869,0.615192,0.000337006
-0.444712,0.000348754,0.797056,0.61572,0.000337006
-0.444397,0.000353865,0.797673,0.616537,0.000337006
-0.445127,0.000350359,0.797673,0.616537,0.000337006
-0.444698,0.000359333,0.798511,0.617314,0.000337006
-0.445156,0.000354061,0.798511,0.617314,0.000337006
-0.444259,0.000350906,0.798667,0.617975,0.000337006
-0.444535,0.000364285,0.799483,0.616866,0.000337006
-0.444396,0.00036459,0.800695,0.616587,0.000337006
-0.443668,0.000368634,0.799843,0.617096,0.000337006
-0.444292,0.000355536,0.799843,0.617096,0.000337006
-0.444564,0.000362252,0.799843,0.617096,0.000337006
-0.444546,0.000347317,0.800109,0.617474,0.000337006
-0.444633,0.000367215,0.800109,0.617474,0.000337006
-0.445072,0.000357644,0.800109,0.617474,0.000337006
-0.445299,0.000355847,0.800109,0.617474,0.000337006
-0.444979,0.000351566,0.798601,0.617346,0.000337006
-0.444839,0.000364524,0.798601,0.617346,0.000337006
-0.444843,0.000353606,0.798601,0.617346,0.000337006
-0.444664,0.000358419,0.798612,0.617732,0.000337006
-0.44413,0.000354702,0.798612,0.617732,0.000337006
-0.444349,0.000359521,0.797946,0.619641,0.000337006
-0.444792,0.000355123,0.797946,0.619641,0.000337006
-0.444717,0.000358577,0.799486,0.619305,0.000333129
-0.445257,0.000353334,0.799486,0.619305,0.000333129
-0.444484,0.000352862,0.799328,0.619989,0.000333129
-0.444854,0.000362382,0.799479,0.621762,0.000333129
-0.444148,0.000390009,0.799026,0.623491,0.000333129
-0.444149,0.000367442,0.799599,0.621985,0.000333129
-0.444705,0.000364734,0.799027,0.621578,0.000333129
-0.444017,0.00036718,0.798148,0.62288,0.000333129
-0.444277,0.000360393,0.797742,0.621901,0.000333129
-0.443912,0.000361368,0.797755,0.6215,0.000333129
-0.443915,0.000368258,0.796106,0.622922,0.000333129
-0.444691,0.000357791,0.797765,0.622646,0.000333129
-0.44419,0.000375577,0.798668,0.622107,0.000333129
-0.44471,0.000362949,0.799701,0.622743,0.000333129
-0.445265,0.000353824,0.799701,0.622743,0.000333129
-0.444224,0.000372789,0.799845,0.620093,0.000333129
-0.444249,0.000356809,0.800258,0.620144,0.000333129
-0.443951,0.000366067,0.800638,0.62103,0.000333129
-0.444228,0.000361797,0.799463,0.622284,0.000333129
-0.443691,0.000366394,0.799924,0.622637,0.000333129
-0.443969,0.000371465,0.799924,0.622637,0.000333129
-0.444141,0.000367563,0.799924,0.622637,0.000333129
-0.444378,0.000360647,0.801296,0.620767,0.000333129
-0.444302,0.00037292,0.801688,0.621573,0.000333129
-0.443716,0.000364186,0.802675,0.621736,0.000333129
-0.44471,0.000356404,0.801976,0.621827,0.000333129
-0.444146,0.00036893,0.801976,0.621827,0.000333129
-0.444478,0.00037182,0.801976,0.621827,0.000333129
-0.444847,0.000369207,0.802685,0.621156,0.000333129
-0.444402,0.000361495,0.801528,0.621646,0.000333129
-0.444398,0.000363885,0.801249,0.622881,0.000333129
-0.444298,0.000357714,0.802587,0.620294,0.000333129
-0.444242,0.00035801,0.803611,0.620394,0.000333129
-0.444054,0.000369043,0.80425,0.619705,0.000333129
-0.444222,0.000379062,0.80588,0.619379,0.000333129
-0.444234,0.00036274,0.805088,0.620703,0.000333129
-0.444182,0.0003842,0.805088,0.620703,0.000333129
-0.444071,0.000359996,0.804415,0.620005,0.000333129
-0.443631,0.000376116,0.806884,0.62117,0.000333129
-0.443964,0.000382662,0.806244,0.621994,0.000333129
-0.44442,0.00036794,0.806244,0.621994,0.000333129
-0.444111,0.00037868,0.807156,0.621496,0.000333129
-0.443706,0.000375228,0.807156,0.621496,0.000333129
-0.444437,0.000373677,0.806303,0.619617,0.000333129
-0.444601,0.000369561,0.80644,0.620461,0.000333129
-0.444288,0.000376037,0.805056,0.621085,0.000333129
-0.444342,0.000372957,0.805204,0.622164,0.000333129
-0.443813,0.000380205,0.805495,0.622635,0.000333129
-0.444169,0.000367831,0.805495,0.622635,0.000333129
-0.444481,0.000375172,0.805643,0.623793,0.000333129
-0.443972,0.000384129,0.805643,0.623793,0.000329297
-0.444038,0.000371957,0.805064,0.623645,0.000329297
-0.443796,0.000377944,0.804128,0.625091,0.000329297
-0.44365,0.000383524,0.805746,0.626249,0.000329297
-0.443497,0.000378747,0.805036,0.626283,0.000329297
-0.443563,0.000379693,0.804724,0.62696,0.000329297
-0.443213,0.000388318,0.805441,0.627474,0.000329297
-0.44293,0.000393151,0.805672,0.627726,0.000329297
-0.443012,0.000389706,0.805287,0.629093,0.000329297
-0.442442,0.00040659,0.806166,0.629552,0.000329297
-0.443358,0.000386633,0.806448,0.629173,0.000329297
-0.443324,0.000388813,0.805424,0.628853,0.000329297
-0.44363,0.000385786,0.805424,0.628853,0.000329297
-0.443274,0.000387995,0.806728,0.629763,0.000329297
-0.44344,0.000396742,0.807175,0.629677,0.000329297
-0.442392,0.000396705,0.807261,0.629369,0.000329297
-0.443137,0.000387381,0.807261,0.629369,0.000329297
-0.443193,0.000400878,0.807261,0.629369,0.000329297
-0.443185,0.000392959,0.807261,0.629369,0.000329297
-0.44305,0.000395575,0.806547,0.628281,0.000329297
-0.443215,0.000400877,0.806719,0.62746,0.000329297
-0.4429,0.000402711,0.806418,0.629274,0.000329297
-0.44243,0.000404792,0.806724,0.629803,0.000329297
-0.44319,0.000398793,0.805975,0.628965,0.000329297
-0.44338,0.000391397,0.807869,0.629284,0.000329297
-0.442459,0.000400346,0.807886,0.630999,0.000329297
-0.44233,0.000395373,0.810125,0.631632,0.000329297
-0.442002,0.00041212,0.809633,0.63143,0.000329297
-0.442286,0.000411961,0.810098,0.631095,0.000329297
-0.44194,0.000410456,0.810098,0.631095,0.000329297
-0.44267,0.000394156,0.810098,0.631095,0.000329297
-0.44244,0.000401559,0.810098,0.631095,0.000329297
-0.442849,0.000389134,0.808774,0.628778,0.000329297
