H_estimate,H_error
-0.442249,0.00102187
-0.442246,0.00102169
-0.442243,0.00102152
-0.44225,0.00102136
-0.442242,0.00102122
-0.442235,0.00102106
-0.442231,0.00102089
-0.442225,0.00102073
-0.442222,0.00102056
-0.442223,0.00102039
-0.44223,0.00102024
-0.442233,0.00102006
-0.442221,0.00101996
-0.442214,0.00101981
-0.442221,0.00101966
-0.442239,0.00101963
-0.442243,0.00101947
-0.442262,0.00101947
-0.442268,0.00101931
-0.442277,0.00101917
-0.442278,0.001019
-0.442277,0.00101882
-0.442285,0.00101868
-0.442276,0.00101855
-0.442293,0.00101851
-0.442306,0.00101842
-0.442328,0.00101848
-0.442343,0.00101842
-0.442344,0.00101824
-0.442338,0.00101808
-0.442345,0.00101793
-0.442343,0.00101776
-0.442363,0.00101776
-0.442367,0.0010176
-0.44238,0.0010175
-0.442371,0.00101736
-0.442375,0.00101719
-0.442385,0.00101707
-0.44237,0.001017
-0.442345,0.00101714
-0.442352,0.00101698
-0.442358,0.00101683
-0.442356,0.00101665
-0.442364,0.00101652
-0.442379,0.00101645
-0.442402,0.00101654
-0.442385,0.00101652
-0.442385,0.00101634
-0.442387,0.00101617
-0.442387,0.001016
-0.442385,0.00101583
-0.442382,0.00101566
-0.442383,0.00101549
-0.44238,0.00101532
-0.442384,0.00101515
-0.442379,0.00101499
-0.442372,0.00101484
-0.44237,0.00101467
-0.442357,0.00101458
-0.442358,0.0010144
-0.442369,0.00101429
-0.442377,0.00101415
-0.442373,0.00101399
-0.442383,0.00101387
-0.442381,0.00101369
-0.442387,0.00101354
-0.442392,0.00101337
-0.442389,0.00101321
-0.442399,0.00101308
-0.442411,0.00101298
-0.442397,0.0010129
-0.442418,0.00101293
-0.442415,0.00101276
-0.442415,0.00101258
-0.442412,0.00101242
-0.442407,0.00101225
-0.442398,0.00101212
-0.442402,0.00101196
-0.442395,0.00101182
-0.442389,0.00101166
-0.442401,0.00101156
-0.442394,0.0010114
-0.44241,0.00101135
-0.442401,0.00101122
-0.442403,0.00101105
-0.442407,0.00101088
-0.442405,0.00101071
-0.442397,0.00101057
-0.442392,0.00101041
-0.44239,0.00101024
-0.442377,0.00101015
-0.442382,0.00100998
-0.442384,0.00100982
-0.442391,0.00100967
-0.442405,0.00100958
-0.442401,0.00100942
-0.442423,0.00100948
-0.442444,0.00100953
-0.442438,0.00100938
-0.442428,0.00100926
-0.442435,0.00100911
-0.442448,0.00100902
-0.442451,0.00100886
-0.442461,0.00100874
-0.442443,0.00100874
-0.442452,0.00100862
-0.442444,0.00100848
-0.442428,0.00100843
-0.442422,0.00100827
-0.442425,0.00100811
-0.442429,0.00100794
-0.442439,0.00100782
-0.442451,0.00100772
-0.442447,0.00100756
-0.442448,0.00100739
-0.442428,0.00100742
-0.44243,0.00100725
-0.442453,0.00100734
-0.442463,0.00100722
-0.442451,0.00100712
-0.442443,0.00100698
-0.442445,0.00100681
-0.442451,0.00100666
-0.442446,0.0010065
-0.442466,0.00100654
-0.442462,0.00100638
-0.442469,0.00100624
-0.442491,0.00100631
-0.442497,0.00100616
-0.442499,0.00100599
-0.442492,0.00100584
-0.442494,0.00100568
-0.442498,0.00100551
-0.442483,0.00100546
-0.442492,0.00100533
-0.442498,0.00100518
-0.442499,0.00100501
-0.442514,0.00100495
-0.44253,0.0010049
-0.442538,0.00100477
-0.442536,0.0010046
-0.44254,0.00100444
-0.442543,0.00100427
-0.442543,0.0010041
-0.442547,0.00100395
-0.442561,0.00100387
-0.442555,0.00100371
-0.442556,0.00100354
-0.442579,0.00100364
-0.442589,0.00100352
-0.442595,0.00100337
-0.442605,0.00100325
-0.442601,0.00100309
-0.442601,0.00100292
-0.442606,0.00100277
-0.442588,0.00100276
-0.442603,0.00100271
-0.4426,0.00100255
-0.442589,0.00100244
-0.442592,0.00100228
-0.442596,0.00100212
-0.442606,0.001002
-0.442618,0.0010019
-0.442622,0.00100174
-0.442639,0.00100172
-0.44266,0.00100177
-0.442681,0.00100182
-0.442687,0.00100167
-0.442694,0.00100153
-0.442675,0.00100154
-0.442674,0.00100138
-0.442672,0.00100121
-0.442675,0.00100105
-0.442668,0.0010009
-0.442694,0.00100107
-0.442689,0.00100091
-0.442697,0.00100078
-0.442694,0.00100062
-0.442692,0.00100045
-0.442682,0.00100033
-0.442645,0.00100085
-0.442644,0.00100068
-0.442645,0.00100052
-0.442635,0.0010004
-0.442636,0.00100023
-0.442638,0.00100006
-0.442642,0.000999906
-0.442642,0.000999739
-0.442646,0.000999582
-0.44264,0.000999435
-0.442639,0.000999268
-0.442643,0.000999108
-0.442636,0.000998965
-0.442634,0.000998799
-0.442638,0.000998639
-0.442654,0.000998603
-0.44267,0.000998569
-0.442656,0.000998502
-0.442676,0.00099853
-0.442658,0.000998522
-0.442666,0.000998385
-0.44266,0.000998236
-0.442656,0.000998077
-0.442647,0.000997954
-0.442639,0.000997816
-0.442638,0.00099765
-0.442629,0.000997521
-0.442621,0.000997394
-0.442608,0.000997313
-0.442619,0.000997213
-0.442637,0.000997204
-0.442632,0.000997048
-0.442632,0.000996882
-0.442593,0.000997512
-0.442591,0.000997347
-0.442587,0.000997187
-0.442571,0.000997147
-0.442576,0.000996992
-0.442585,0.00099687
-0.442576,0.000996745
-0.442592,0.0009967
-0.442586,0.00099655
-0.442577,0.000996427
-0.442596,0.000996448
-0.442601,0.000996295
-0.442614,0.000996215
-0.442613,0.00099605
-0.442627,0.000995976
-0.442641,0.000995911
-0.442646,0.000995756
-0.442628,0.000995737
-0.44263,0.000995573
-0.442608,0.00099565
-0.442612,0.000995491
-0.442606,0.000995341
-0.442599,0.0009952
-0.442595,0.000995045
-0.442598,0.000994886
-0.442606,0.00099475
-0.442621,0.000994692
-0.442627,0.000994547
-0.442622,0.000994395
-0.442608,0.000994319
-0.442628,0.000994349
-0.442623,0.000994196
-0.442623,0.000994031
-0.442631,0.000993898
-0.442648,0.000993875
-0.442644,0.000993719
-0.442656,0.000993629
-0.442658,0.000993467
-0.442663,0.000993315
-0.442678,0.000993261
-0.442687,0.000993138
-0.442678,0.000993014
-0.442681,0.000992854
-0.4427,0.000992865
-0.442705,0.000992713
-0.442699,0.000992567
-0.442711,0.000992481
-0.442693,0.000992475
-0.44267,0.000992599
-0.44266,0.000992484
-0.442647,0.000992405
-0.442657,0.000992295
-0.442664,0.000992158
-0.442673,0.000992032
-0.442668,0.000991881
-0.442669,0.000991718
-0.442654,0.000991667
-0.442658,0.000991511
-0.442669,0.000991409
-0.442669,0.000991245
-0.442658,0.000991142
-0.442644,0.000991079
-0.442656,0.00099099
-0.442647,0.000990872
-0.442652,0.000990726
-0.442618,0.000991164
-0.442626,0.000991033
-0.442612,0.000990968
-0.442618,0.000990826
-0.442616,0.000990666
-0.442607,0.000990545
-0.442608,0.000990383
-0.442599,0.000990261
-0.442597,0.000990102
-0.442603,0.000989963
-0.442598,0.000989814
-0.442587,0.000989714
-0.442588,0.000989552
-0.442594,0.000989406
-0.442571,0.000989518
-0.442577,0.000989377
-0.442583,0.000989228
-0.44257,0.000989139
-0.442584,0.000989063
-0.442588,0.000988909
-0.442584,0.000988751
-0.442587,0.000988591
-0.442579,0.000988455
-0.442591,0.000988361
-0.442547,0.000989154
-0.442557,0.000989034
-0.442561,0.00098888
-0.442541,0.000988918
-0.442536,0.000988769
-0.442523,0.00098869
-0.442535,0.000988599
-0.442519,0.000988572
-0.442534,0.000988522
-0.442536,0.000988363
-0.442532,0.000988208
-0.442545,0.000988127
-0.442532,0.000988051
-0.442549,0.000988048
-0.442554,0.000987895
-0.442571,0.000987877
-0.442571,0.000987715
-0.442553,0.000987728
-0.442552,0.000987566
-0.442539,0.000987482
-0.442453,0.000991143
-0.442441,0.000991044
-0.442447,0.0009909
-0.442454,0.000990761
-0.44246,0.000990619
-0.442449,0.000990523
-0.442457,0.000990391
-0.442464,0.000990257
-0.442456,0.000990132
-0.442445,0.000990021
-0.442436,0.000989908
-0.442432,0.000989754
-0.442439,0.000989618
-0.44245,0.000989521
-0.44245,0.000989359
-0.442453,0.000989202
-0.442462,0.000989081
-0.442472,0.000988969
-0.442464,0.000988834
-0.442476,0.000988741
-0.442485,0.000988624
-0.442478,0.000988489
-0.442464,0.00098843
-0.44246,0.000988275
-0.442465,0.000988128
-0.442463,0.000987971
-0.442459,0.000987817
-0.442454,0.000987669
-0.442457,0.000987513
-0.442474,0.000987497
-0.442478,0.000987344
-0.44249,0.000987252
-0.442498,0.000987128
-0.442498,0.000986967
-0.442506,0.000986833
-0.442495,0.000986731
-0.442493,0.000986572
-0.4425,0.000986436
-0.442505,0.000986291
-0.442516,0.000986185
-0.442507,0.000986064
-0.442499,0.000985937
-0.4425,0.000985777
-0.4425,0.000985617
-0.442499,0.000985457
-0.442494,0.000985311
-0.44249,0.000985156
-0.442482,0.000985029
-0.442487,0.000984878
-0.442472,0.00098483
-0.442472,0.00098467
-0.442492,0.000984713
-0.442501,0.000984593
-0.442504,0.00098444
-0.44251,0.000984299
-0.442517,0.00098416
-0.442523,0.000984022
-0.442527,0.000983869
-0.442518,0.000983744
-0.442524,0.000983598
-0.442529,0.000983453
-0.442525,0.000983303
-0.442525,0.000983144
-0.442542,0.000983132
-0.442474,0.000985351
-0.442482,0.000985222
-0.44245,0.000985559
-0.442451,0.0009854
-0.44246,0.000985276
-0.442461,0.000985116
-0.442473,0.000985039
-0.442453,0.000985083
-0.442471,0.000985084
-0.44248,0.000984967
-0.442479,0.000984808
-0.442471,0.000984681
-0.442459,0.000984598
-0.442455,0.000984449
-0.442451,0.000984296
-0.442456,0.00098415
-0.442468,0.000984063
-0.442459,0.000983949
-0.442461,0.000983792
-0.442436,0.000983931
-0.442439,0.000983776
-0.442426,0.0009837
-0.442418,0.000983574
-0.442421,0.00098342
-0.442413,0.0009833
-0.442397,0.00098326
-0.442401,0.000983108
-0.442395,0.000982966
-0.442394,0.000982808
-0.442398,0.000982655
-0.442407,0.000982543
-0.442402,0.000982395
-0.442384,0.000982419
-0.442389,0.000982275
-0.442401,0.000982186
-0.442381,0.000982231
-0.44239,0.000982123
-0.442383,0.000981996
-0.442383,0.000981839
-0.442372,0.000981742
-0.44237,0.000981588
-0.442399,0.000981874
-0.442423,0.000981991
-0.442422,0.000981833
-0.442439,0.000981809
-0.442446,0.000981681
-0.442453,0.000981549
-0.442469,0.00098151
-0.442461,0.000981379
-0.442468,0.000981242
-0.442478,0.000981137
-0.442487,0.00098102
-0.442499,0.000980936
-0.442503,0.000980788
-0.4425,0.000980636
-0.442511,0.000980536
-0.442496,0.000980486
-0.442501,0.000980341
-0.442509,0.000980219
-0.442502,0.00098009
-0.442517,0.000980046
-0.442514,0.000979892
-0.44252,0.000979751
-0.442519,0.000979594
-0.442529,0.000979487
-0.442551,0.000979579
-0.442545,0.000979441
-0.442534,0.000979347
-0.442533,0.000979192
-0.442536,0.000979041
-0.442542,0.0009789
-0.442535,0.000978763
-0.442534,0.000978607
-0.442553,0.000978631
-0.442546,0.000978498
-0.442553,0.000978362
-0.442551,0.000978207
-0.44255,0.000978051
-0.442539,0.000977948
-0.442529,0.00097785
-0.442535,0.000977711
-0.442527,0.000977586
-0.442532,0.000977445
-0.442536,0.000977295
-0.442544,0.000977169
-0.442547,0.000977019
-0.44255,0.000976867
-0.442549,0.000976712
-0.442554,0.00097657
-0.442557,0.00097642
-0.442568,0.000976327
-0.442562,0.00097619
-0.442558,0.000976044
-0.442565,0.000975914
-0.442586,0.000975993
-0.44258,0.000975856
-0.442583,0.000975705
-0.442588,0.000975563
-0.442589,0.000975408
-0.442596,0.000975282
-0.442601,0.000975138
-0.442622,0.000975206
-0.442618,0.000975059
-0.442617,0.000974904
-0.442606,0.000974802
-0.442589,0.00097481
-0.442588,0.000974655
-0.442588,0.0009745
-0.442591,0.000974348
-0.442598,0.000974216
-0.442617,0.000974241
-0.442601,0.000974216
-0.442612,0.000974131
-0.442593,0.000974162
-0.442575,0.000974181
-0.442596,0.000974263
-0.442609,0.000974185
-0.44259,0.0009742
-0.442594,0.000974053
-0.442598,0.000973906
-0.442599,0.000973752
-0.442612,0.000973678
-0.442586,0.000973854
-0.442593,0.000973723
-0.442593,0.000973568
-0.44259,0.000973418
-0.442571,0.000973447
-0.442581,0.000973344
-0.442577,0.000973197
-0.442592,0.000973163
-0.442587,0.000973023
-0.442583,0.000972877
-0.442588,0.000972736
-0.442592,0.000972591
-0.442594,0.000972437
-0.442584,0.000972335
-0.442577,0.000972205
-0.442565,0.000972123
-0.442562,0.000971975
-0.442549,0.000971899
-0.442562,0.000971826
-0.442563,0.000971673
-0.442564,0.00097152
-0.442553,0.000971429
-0.442555,0.000971276
-0.44257,0.000971242
-0.442572,0.000971091
-0.442593,0.000971166
-0.442605,0.000971082
-0.442594,0.000970993
-0.442598,0.000970847
-0.44259,0.000970722
-0.442582,0.000970607
-0.44259,0.000970488
-0.442612,0.000970584
-0.442607,0.000970443
-0.442615,0.000970322
-0.442624,0.000970216
-0.442632,0.00097009
-0.442654,0.000970199
-0.442616,0.00097078
-0.44261,0.000970648
-0.442602,0.000970528
-0.442625,0.000970653
-0.442624,0.000970502
-0.442618,0.000970364
-0.442627,0.000970252
-0.442618,0.000970143
-0.44262,0.000969993
-0.442616,0.000969847
-0.442594,0.000969938
-0.442609,0.000969891
-0.442566,0.000970668
-0.44256,0.000970535
-0.442562,0.000970385
-0.442567,0.000970243
-0.442554,0.000970179
-0.442553,0.000970027
-0.442564,0.000969944
-0.442558,0.000969812
-0.442559,0.00096966
-0.44256,0.000969508
-0.442568,0.000969391
-0.442577,0.000969274
-0.442575,0.000969123
-0.442584,0.000969016
-0.442598,0.000968963
-0.442595,0.000968815
-0.442605,0.000968714
-0.442615,0.000968616
-0.442603,0.000968539
-0.44261,0.000968409
-0.442607,0.000968261
-0.442606,0.00096811
-0.44261,0.000967965
-0.442614,0.000967819
-0.442605,0.000967708
-0.442611,0.000967576
-0.442605,0.000967444
-0.442619,0.000967403
-0.442622,0.000967256
-0.442627,0.000967116
-0.44262,0.000966993
-0.442624,0.000966853
-0.442625,0.000966702
-0.442619,0.000966564
-0.442617,0.000966416
-0.442622,0.00096628
-0.442605,0.000966276
-0.442591,0.000966227
-0.442598,0.000966098
-0.442607,0.00096599
-0.44262,0.000965927
-0.442632,0.000965849
-0.44263,0.0009657
-0.442638,0.000965585
-0.442638,0.000965434
-0.442635,0.000965287
-0.442631,0.000965148
-0.44264,0.000965044
-0.442643,0.000964897
-0.442639,0.000964754
-0.442632,0.000964627
-0.442619,0.000964562
-0.442617,0.000964414
-0.442623,0.000964281
-0.442624,0.000964132
-0.442632,0.000964009
-0.442629,0.000963862
-0.44264,0.000963773
-0.442642,0.000963624
-0.442636,0.000963489
-0.442634,0.000963341
-0.442617,0.000963341
-0.442623,0.000963206
-0.442627,0.000963065
-0.442628,0.000962916
-0.44262,0.000962805
-0.442637,0.000962809
-0.442644,0.000962682
-0.442664,0.000962743
-0.442642,0.000962835
-0.44266,0.000962846
-0.442663,0.0009627
-0.442667,0.000962562
-0.442676,0.000962447
-0.442665,0.00096236
-0.442654,0.000962269
-0.442645,0.000962164
-0.442652,0.000962039
-0.442671,0.000962082
-0.442657,0.000962034
-0.442662,0.000961897
-0.442669,0.000961773
-0.442648,0.000961851
-0.442646,0.000961703
-0.442585,0.000963481
-0.442593,0.000963367
-0.442594,0.000963218
-0.442599,0.000963078
-0.44259,0.000962972
-0.442592,0.000962825
-0.442591,0.000962677
-0.442592,0.000962528
-0.442576,0.000962519
-0.442584,0.000962407
-0.442594,0.000962304
-0.442596,0.000962157
-0.442609,0.000962096
-0.442612,0.000961951
-0.442612,0.000961801
-0.442612,0.000961652
-0.442634,0.00096175
-0.44263,0.00096161
-0.442629,0.000961462
-0.442619,0.000961355
-0.442616,0.000961212
-0.442628,0.000961142
-0.442636,0.000961024
-0.44263,0.000960898
-0.442636,0.000960771
-0.442636,0.000960622
-0.442636,0.000960473
-0.442634,0.000960325
-0.442647,0.000960259
-0.44266,0.000960196
-0.442657,0.000960051
-0.442666,0.000959939
-0.44263,0.000960463
-0.442617,0.000960403
-0.442614,0.000960257
-0.442617,0.000960114
-0.442612,0.000959979
-0.442624,0.000959899
-0.442621,0.000959756
-0.442632,0.000959679
-0.442629,0.000959536
-0.442608,0.000959627
-0.442609,0.000959479
-0.442602,0.000959357
-0.442597,0.000959224
-0.442608,0.000959138
-0.442616,0.00095903
-0.442604,0.000958965
-0.442611,0.000958844
-0.442614,0.000958701
-0.442625,0.000958614
-0.442634,0.000958512
-0.442598,0.000959062
-0.442615,0.000959074
-0.44261,0.000958941
-0.44257,0.000959597
-0.442573,0.000959452
-0.442568,0.000959315
-0.442578,0.000959215
-0.442577,0.000959067
-0.442592,0.000959027
-0.44258,0.000958951
-0.442577,0.000958809
-0.44259,0.000958759
-0.442603,0.000958693
-0.442611,0.000958583
-0.442612,0.000958436
-0.44261,0.00095829
-0.442616,0.00095816
-0.442619,0.000958017
-0.44262,0.00095787
-0.442626,0.000957741
-0.44264,0.000957702
-0.442641,0.000957555
-0.442654,0.000957492
-0.442667,0.000957442
-0.442672,0.000957306
-0.442683,0.000957226
-0.442684,0.000957079
-0.442674,0.000956983
-0.442691,0.000956985
-0.442695,0.000956846
-0.442706,0.000956766
-0.442716,0.000956666
-0.442728,0.000956596
-0.442721,0.000956474
-0.442705,0.000956462
-0.442732,0.000956698
-0.442733,0.000956552
-0.442743,0.000956454
-0.44272,0.000956582
-0.442729,0.000956476
-0.442737,0.000956368
-0.442745,0.000956249
-0.442748,0.00095611
-0.442763,0.000956074
-0.442767,0.000955937
-0.442781,0.000955888
-0.442776,0.000955757
-0.442774,0.000955612
-0.442777,0.000955471
-0.442763,0.000955425
-0.442751,0.000955349
-0.442744,0.000955231
-0.442745,0.000955085
-0.44274,0.000954952
-0.442743,0.000954812
-0.442738,0.00095468
-0.442743,0.000954549
-0.442733,0.000954455
-0.442744,0.000954374
-0.442741,0.000954236
-0.442748,0.00095412
-0.442756,0.000954008
-0.442739,0.00095401
-0.442732,0.00095389
-0.442731,0.000953746
-0.442755,0.000953917
-0.442754,0.000953774
-0.442761,0.000953656
-0.442768,0.000953536
-0.442766,0.000953392
-0.442755,0.00095331
-0.44275,0.000953179
-0.442763,0.000953116
-0.442768,0.000952985
-0.442773,0.000952857
-0.442764,0.000952763
-0.44277,0.000952642
-0.442778,0.000952531
-0.442785,0.00095241
-0.442787,0.000952266
-0.442782,0.000952131
-0.442791,0.000952027
-0.442788,0.000951888
-0.442787,0.000951743
-0.44278,0.000951621
-0.442775,0.000951493
-0.44278,0.000951364
-0.442788,0.00095125
-0.442783,0.000951116
-0.442783,0.000950971
-0.442785,0.000950827
-0.442779,0.0009507
-0.44277,0.000950599
-0.442763,0.000950482
-0.442753,0.00095039
-0.442747,0.000950263
-0.442739,0.000950152
-0.442725,0.000950105
-0.442723,0.000949963
-0.44272,0.000949825
-0.442729,0.000949728
-0.442745,0.000949711
-0.442756,0.000949639
-0.442754,0.000949498
-0.442755,0.000949354
-0.442715,0.000950037
-0.442711,0.000949903
-0.442702,0.000949804
-0.442696,0.00094968
-0.442686,0.00094959
-0.442704,0.00094963
-0.442714,0.000949536
-0.442724,0.000949445
-0.442732,0.000949337
-0.442729,0.000949198
-0.442735,0.000949076
-0.442741,0.000948951
-0.442741,0.000948807
-0.442745,0.000948672
-0.442738,0.000948549
-0.442748,0.000948454
-0.442752,0.000948318
-0.442761,0.000948219
-0.442745,0.000948213
-0.442723,0.00094831
-0.442736,0.000948252
-0.442739,0.000948114
-0.442729,0.000948027
-0.442742,0.000947979
-0.442738,0.000947848
-0.442745,0.000947729
-0.442738,0.000947607
-0.442746,0.0009475
-0.442742,0.00094737
-0.442735,0.000947248
-0.442737,0.000947106
-0.442749,0.000947036
-0.442743,0.000946909
-0.442755,0.000946836
-0.442749,0.000946711
-0.442735,0.000946671
-0.44274,0.000946542
-0.442738,0.000946402
-0.442732,0.000946281
-0.442736,0.000946147
-0.442722,0.0009461
-0.442724,0.00094596
-0.44272,0.000945829
-0.442716,0.000945695
-0.442717,0.000945554
-0.442715,0.000945414
-0.442714,0.000945272
-0.442719,0.000945142
-0.44271,0.000945045
-0.442692,0.000945056
-0.442687,0.000944928
-0.442687,0.000944786
-0.442645,0.000945554
-0.442649,0.000945417
-0.442657,0.000945308
-0.442665,0.000945199
-0.442667,0.000945059
-0.442656,0.00094497
-0.442645,0.000944895
-0.44263,0.000944881
-0.442634,0.00094475
-0.442632,0.000944611
-0.442625,0.000944492
-0.442625,0.00094435
-0.44263,0.000944219
-0.442627,0.00094408
-0.44263,0.000943942
-0.442644,0.00094391
-0.442645,0.000943769
-0.442651,0.000943648
-0.442652,0.000943507
-0.44266,0.0009434
-0.442671,0.000943317
-0.442673,0.000943179
-0.442666,0.000943065
-0.442682,0.000943057
-0.442689,0.00094294
-0.442684,0.000942811
-0.442693,0.000942712
-0.442694,0.000942572
-0.442689,0.000942444
-0.44269,0.000942303
-0.442694,0.000942167
-0.442695,0.000942027
-0.442689,0.000941905
-0.44268,0.000941807
-0.442671,0.000941702
-0.442685,0.000941656
-0.442692,0.000941543
-0.442694,0.000941405
-0.442687,0.000941297
-0.442706,0.000941355
-0.442716,0.000941265
-0.442711,0.000941139
-0.44269,0.000941226
-0.442693,0.00094109
-0.442695,0.000940951
-0.442693,0.000940812
-0.442702,0.000940722
-0.442696,0.000940602
-0.442703,0.000940483
-0.442711,0.000940379
-0.442709,0.00094024
-0.442731,0.000940358
-0.442739,0.000940245
-0.442736,0.000940107
-0.442731,0.000939981
-0.442722,0.000939881
-0.442732,0.000939787
-0.442732,0.000939646
-0.44274,0.000939538
-0.442757,0.000939553
-0.44277,0.000939502
-0.442771,0.000939364
-0.44277,0.000939224
-0.442786,0.000939218
-0.442776,0.000939126
-0.442798,0.00093925
-0.44278,0.000939286
-0.442779,0.000939146
-0.442771,0.000939042
-0.442738,0.00093949
-0.442722,0.000939483
-0.442726,0.00093935
-0.442735,0.000939253
-0.442738,0.000939117
-0.442744,0.000938996
-0.442762,0.000939043
-0.44276,0.000938905
-0.442771,0.000938821
-0.442771,0.000938681
-0.442773,0.000938543
-0.442771,0.000938405
-0.44276,0.000938333
-0.442757,0.000938196
-0.442763,0.000938074
-0.442758,0.000937948
-0.442756,0.000937812
-0.442757,0.000937673
-0.44275,0.00093756
-0.442741,0.00093746
-0.442753,0.000937399
-0.442741,0.000937342
-0.442718,0.000937491
-0.442706,0.00093742
-0.442699,0.000937314
-0.442713,0.000937278
-0.442727,0.000937244
-0.442721,0.000937123
-0.442714,0.000937009
-0.442725,0.000936937
-0.442728,0.000936803
-0.442736,0.000936698
-0.442725,0.000936623
-0.442715,0.000936537
-0.442707,0.000936436
-0.442719,0.000936378
-0.442716,0.000936244
-0.44271,0.000936121
-0.442715,0.000935995
-0.442718,0.000935861
-0.442727,0.00093576
-0.442727,0.000935622
-0.442734,0.000935516
-0.442728,0.000935402
-0.442729,0.000935266
-0.442732,0.000935132
-0.442723,0.000935039
-0.442731,0.000934933
-0.442689,0.000935741
-0.442695,0.000935619
-0.442704,0.00093553
-0.442709,0.000935403
-0.442706,0.00093527
-0.442713,0.000935166
-0.44272,0.000935048
-0.442715,0.00093492
-0.442715,0.000934781
-0.442706,0.000934686
-0.442704,0.000934552
-0.44268,0.000934712
-0.44267,0.000934629
-0.442684,0.000934597
-0.442689,0.000934475
-0.442687,0.00093434
-0.442688,0.000934204
-0.442678,0.000934115
-0.442696,0.000934143
-0.442681,0.000934133
-0.442676,0.000934006
-0.442682,0.000933887
-0.442697,0.000933871
-0.442701,0.000933742
-0.442699,0.000933608
-0.4427,0.000933471
-0.442698,0.000933336
-0.442703,0.000933214
-0.442706,0.000933079
-0.442714,0.000932978
-0.442737,0.000933121
-0.442733,0.000932992
-0.442737,0.000932863
-0.442757,0.00093294
-0.442757,0.000932803
-0.442759,0.000932668
-0.442756,0.000932537
-0.442761,0.000932416
-0.442739,0.000932556
-0.442745,0.000932439
-0.442753,0.00093234
-0.442752,0.000932204
-0.442755,0.00093207
-0.442761,0.000931956
-0.442756,0.000931832
-0.44276,0.000931704
-0.442773,0.000931659
-0.442781,0.000931552
-0.442787,0.000931432
-0.442793,0.000931315
-0.442784,0.000931218
-0.442741,0.000932067
-0.442748,0.000931957
-0.442753,0.000931831
-0.442745,0.000931729
-0.442759,0.000931696
-0.442765,0.000931578
-0.442743,0.000931691
-0.44271,0.000932132
-0.442722,0.000932064
-0.442709,0.000932011
-0.442718,0.000931917
-0.442728,0.000931829
-0.442729,0.000931693
-0.442747,0.000931747
-0.442743,0.000931619
-0.442758,0.000931606
-0.442738,0.000931692
-0.442745,0.000931578
-0.442743,0.000931442
-0.44273,0.000931408
-0.442737,0.000931298
-0.442727,0.000931211
-0.442725,0.000931078
-0.442713,0.000931017
-0.442717,0.000930889
-0.442721,0.000930762
-0.442712,0.000930672
-0.442717,0.000930552
-0.442707,0.000930466
-0.442722,0.000930446
-0.442721,0.00093031
-0.44274,0.000930363
-0.442753,0.000930317
-0.442732,0.000930416
-0.442731,0.00093028
-0.442722,0.00093019
-0.442729,0.000930076
-0.442736,0.000929966
-0.442739,0.000929838
-0.442745,0.000929721
-0.442745,0.000929585
-0.442747,0.000929451
-0.442739,0.00092935
-0.442749,0.00092927
-0.442743,0.00092915
-0.442736,0.000929044
-0.442721,0.000929031
-0.442735,0.000929003
-0.442744,0.000928912
-0.44275,0.000928795
-0.442743,0.000928686
-0.442751,0.000928584
-0.442754,0.000928453
-0.442756,0.000928321
-0.442772,0.000928321
-0.442783,0.000928252
-0.442786,0.000928121
-0.442796,0.00092804
-0.442798,0.000927908
-0.442797,0.000927774
-0.442795,0.00092764
-0.442797,0.000927507
-0.442796,0.000927372
-0.442794,0.000927239
-0.442787,0.000927137
-0.442804,0.000927161
-0.442797,0.000927049
-0.442801,0.000926922
-0.4428,0.000926788
-0.442766,0.000927304
-0.44278,0.000927282
-0.442788,0.000927182
-0.442795,0.000927069
-0.442816,0.000927174
-0.442816,0.000927039
-0.442819,0.000926909
-0.442836,0.000926927
-0.442831,0.000926804
-0.442841,0.000926724
-0.442852,0.000926656
-0.44286,0.000926553
-0.44287,0.000926477
-0.442893,0.000926615
-0.442896,0.000926486
-0.442883,0.000926449
-0.442889,0.000926339
-0.442886,0.000926211
-0.442889,0.000926081
-0.442894,0.000925959
-0.442899,0.000925839
-0.442904,0.000925721
-0.442906,0.000925588
-0.442915,0.0009255
-0.442933,0.000925537
-0.442943,0.000925463
-0.442933,0.000925384
-0.442907,0.000925613
-0.442917,0.000925537
-0.442927,0.000925457
-0.442923,0.000925335
-0.442907,0.00092534
-0.442905,0.000925207
-0.442918,0.000925165
-0.44292,0.000925032
-0.442914,0.000924917
-0.442922,0.000924817
-0.44293,0.000924719
-0.442917,0.000924681
-0.44292,0.000924554
-0.442919,0.000924421
-0.442863,0.000926005
-0.442868,0.000925886
-0.442865,0.000925755
-0.442881,0.000925764
-0.442889,0.000925657
-0.442893,0.000925534
-0.442887,0.000925423
-0.442888,0.000925291
-0.442877,0.000925219
-0.442855,0.000925357
-0.442846,0.000925265
-0.442843,0.000925135
-0.442856,0.000925084
-0.442841,0.00092507
-0.442847,0.000924958
-0.44284,0.000924853
-0.442839,0.00092472
-0.442823,0.000924727
-0.442818,0.000924606
-0.442829,0.000924535
-0.44284,0.000924466
-0.442844,0.000924344
-0.442835,0.000924258
-0.442838,0.000924132
-0.442851,0.000924083
-0.442853,0.000923951
-0.442861,0.000923857
-0.442862,0.000923724
-0.442858,0.000923599
-0.442872,0.00092357
-0.442871,0.000923437
-0.44285,0.000923545
-0.44286,0.000923463
-0.442854,0.000923349
-0.442856,0.000923218
-0.442862,0.000923111
-0.442838,0.000923291
