H_estimate,H_error
-0.442625,0.000453548
-0.442629,0.000453544
-0.44263,0.000453529
-0.442626,0.000453531
-0.442627,0.000453518
-0.442626,0.000453505
-0.442621,0.000453516
-0.442622,0.000453502
-0.44262,0.000453494
-0.442617,0.000453484
-0.442613,0.000453485
-0.442612,0.000453471
-0.442611,0.000453457
-0.442603,0.000453501
-0.442604,0.000453486
-0.442604,0.00045347
-0.442604,0.000453454
-0.442598,0.000453475
-0.442598,0.00045346
-0.442601,0.000453449
-0.4426,0.000453434
-0.442602,0.000453423
-0.442605,0.000453414
-0.442607,0.000453404
-0.442607,0.000453388
-0.442605,0.000453378
-0.442605,0.000453362
-0.442606,0.000453346
-0.442608,0.000453337
-0.4426,0.000453385
-0.4426,0.000453369
-0.442601,0.000453354
-0.442602,0.00045334
-0.442601,0.000453325
-0.442601,0.000453309
-0.442603,0.000453298
-0.442602,0.000453283
-0.442604,0.00045327
-0.442606,0.000453258
-0.442606,0.000453244
-0.442605,0.00045323
-0.442607,0.00045322
-0.442609,0.000453208
-0.442606,0.000453206
-0.442606,0.000453191
-0.442604,0.000453179
-0.442605,0.000453165
-0.442611,0.000453184
-0.442609,0.000453172
-0.442612,0.000453167
-0.442613,0.000453153
-0.442611,0.000453144
-0.442604,0.000453174
-0.442608,0.000453176
-0.44261,0.000453162
-0.442611,0.000453147
-0.442612,0.000453133
-0.442615,0.000453127
-0.442614,0.000453112
-0.442611,0.000453108
-0.442614,0.000453106
-0.442616,0.000453092
-0.442612,0.000453091
-0.442602,0.000453189
-0.442604,0.000453177
-0.442604,0.000453161
-0.442606,0.000453151
-0.442609,0.000453146
-0.442608,0.000453132
-0.442612,0.000453135
-0.442611,0.000453123
-0.442613,0.000453113
-0.442612,0.000453098
-0.442618,0.000453119
-0.442619,0.000453104
-0.442618,0.00045309
-0.442618,0.000453074
-0.442622,0.00045308
-0.442624,0.000453068
-0.442625,0.000453053
-0.442627,0.000453045
-0.442626,0.000453033
-0.442625,0.000453018
-0.442623,0.000453006
-0.442626,0.000452998
-0.442627,0.000452983
-0.442624,0.000452977
-0.442626,0.000452967
-0.442627,0.000452953
-0.442625,0.00045294
-0.442629,0.000452942
-0.44263,0.000452926
-0.442628,0.000452913
-0.442631,0.000452903
-0.44263,0.000452887
-0.44263,0.000452872
-0.442632,0.000452862
-0.442631,0.000452848
-0.442632,0.000452833
-0.442633,0.000452818
-0.442633,0.000452802
-0.442632,0.000452787
-0.442636,0.000452789
-0.442634,0.000452777
-0.442635,0.000452763
-0.442635,0.000452747
-0.442633,0.000452734
-0.442634,0.000452718
-0.442634,0.000452703
-0.442634,0.000452687
-0.442628,0.000452705
-0.44263,0.000452695
-0.442629,0.000452682
-0.44263,0.000452667
-0.442634,0.000452673
-0.442636,0.000452663
-0.442636,0.000452647
-0.442636,0.000452631
-0.442637,0.000452617
-0.442639,0.000452604
-0.442641,0.000452593
-0.442643,0.000452582
-0.442645,0.000452571
-0.442641,0.00045257
-0.442642,0.000452554
-0.442643,0.00045254
-0.442645,0.000452527
-0.442649,0.000452533
-0.44265,0.000452517
-0.442647,0.000452508
-0.442647,0.000452492
-0.442648,0.000452477
-0.442649,0.000452461
-0.442651,0.000452452
-0.442652,0.000452437
-0.442649,0.000452431
-0.44265,0.000452419
-0.44265,0.000452403
-0.44265,0.000452387
-0.442647,0.000452381
-0.442645,0.000452368
-0.442647,0.000452358
-0.442652,0.000452367
-0.442652,0.000452351
-0.44265,0.000452341
-0.44265,0.000452325
-0.442651,0.000452311
-0.442653,0.000452298
-0.442655,0.000452287
-0.442654,0.000452273
-0.442653,0.000452257
-0.442653,0.000452242
-0.442653,0.000452227
-0.442653,0.000452211
-0.442651,0.0004522
-0.442653,0.00045219
-0.442651,0.000452178
-0.442654,0.000452168
-0.442653,0.000452153
-0.442653,0.000452137
-0.442656,0.000452135
-0.442658,0.000452125
-0.442656,0.000452113
-0.442654,0.000452102
-0.442654,0.000452086
-0.442655,0.000452071
-0.442659,0.000452075
-0.442657,0.000452064
-0.442656,0.00045205
-0.442658,0.00045204
-0.442658,0.000452024
-0.442658,0.00045201
-0.442656,0.000451995
-0.442655,0.000451983
-0.44266,0.000451996
-0.44266,0.00045198
-0.442661,0.000451965
-0.442655,0.000451983
-0.442655,0.000451967
-0.442653,0.000451955
-0.442655,0.000451943
-0.442659,0.000451942
-0.442656,0.000451933
-0.442659,0.000451927
-0.44266,0.000451912
-0.44266,0.000451897
-0.442664,0.000451898
-0.442665,0.000451883
-0.442668,0.000451877
-0.442667,0.000451863
-0.442668,0.000451849
-0.442671,0.000451842
-0.44267,0.000451827
-0.44267,0.000451811
-0.442668,0.000451799
-0.442671,0.000451791
-0.442674,0.000451786
-0.442676,0.000451774
-0.442675,0.000451758
-0.442679,0.000451754
-0.44268,0.000451739
-0.442679,0.000451724
-0.442677,0.000451711
-0.442677,0.000451696
-0.442671,0.000451714
-0.442665,0.00045174
-0.442666,0.000451726
-0.442667,0.00045171
-0.44266,0.000451748
-0.442661,0.000451734
-0.442661,0.000451719
-0.442661,0.000451703
-0.442655,0.000451717
-0.442655,0.000451702
-0.442655,0.000451686
-0.442656,0.000451671
-0.442658,0.000451664
-0.442656,0.000451653
-0.442657,0.000451637
-0.442661,0.000451647
-0.442662,0.000451632
-0.442664,0.000451622
-0.442664,0.000451606
-0.442667,0.000451597
-0.442668,0.000451585
-0.442667,0.000451571
-0.442668,0.000451556
-0.442666,0.000451542
-0.442665,0.00045153
-0.442669,0.000451533
-0.442668,0.000451518
-0.442666,0.000451507
-0.442666,0.000451492
-0.442667,0.000451476
-0.442672,0.000451495
-0.442672,0.00045148
-0.442673,0.000451466
-0.44267,0.000451461
-0.442672,0.00045145
-0.442673,0.000451435
-0.442673,0.000451419
-0.442674,0.000451406
-0.442672,0.000451397
-0.44267,0.000451383
-0.442669,0.000451371
-0.442667,0.00045136
-0.442669,0.00045135
-0.442668,0.000451334
-0.442671,0.000451329
-0.442671,0.000451313
-0.442669,0.000451302
-0.442668,0.000451287
-0.442669,0.000451272
-0.442667,0.00045126
-0.442667,0.000451244
-0.442665,0.000451235
-0.442666,0.000451222
-0.442663,0.000451218
-0.442662,0.000451205
-0.442661,0.00045119
-0.44266,0.000451177
-0.442656,0.000451176
-0.442655,0.000451161
-0.442654,0.000451147
-0.442656,0.000451135
-0.442652,0.000451142
-0.442653,0.000451129
-0.442653,0.000451113
-0.442653,0.000451098
-0.442655,0.000451085
-0.442654,0.000451071
-0.442654,0.000451056
-0.442654,0.00045104
-0.442653,0.000451026
-0.442655,0.000451012
-0.44265,0.000451026
-0.442651,0.000451013
-0.442649,0.000451004
-0.44265,0.00045099
-0.442653,0.000450986
-0.442654,0.000450971
-0.442653,0.000450955
-0.442654,0.000450941
-0.442652,0.00045093
-0.442653,0.000450915
-0.442654,0.0004509
-0.442652,0.000450886
-0.44264,0.000451051
-0.442638,0.000451037
-0.442642,0.000451035
-0.442639,0.000451028
-0.442641,0.000451017
-0.44264,0.000451003
-0.442641,0.000450989
-0.442641,0.000450973
-0.442644,0.000450963
-0.442646,0.000450956
-0.442646,0.000450941
-0.442646,0.000450925
-0.442646,0.00045091
-0.442648,0.000450897
-0.442647,0.000450883
-0.442649,0.000450872
-0.442645,0.000450868
-0.442647,0.000450856
-0.44265,0.000450846
-0.44265,0.000450831
-0.44265,0.000450815
-0.442651,0.000450801
-0.442648,0.000450792
-0.44265,0.000450778
-0.44265,0.000450763
-0.442653,0.000450758
-0.442653,0.000450743
-0.442652,0.000450727
-0.442653,0.000450713
-0.44265,0.000450708
-0.442645,0.000450727
-0.442645,0.000450712
-0.442639,0.000450728
-0.442641,0.000450718
-0.442641,0.000450702
-0.442644,0.000450698
-0.442641,0.000450693
-0.44264,0.00045068
-0.442639,0.000450666
-0.442641,0.000450655
-0.442642,0.000450642
-0.442645,0.000450634
-0.442645,0.000450619
-0.442647,0.000450608
-0.442648,0.000450594
-0.442645,0.000450583
-0.442647,0.00045057
-0.442648,0.000450555
-0.442646,0.000450543
-0.442648,0.000450534
-0.44265,0.000450521
-0.442645,0.000450535
-0.442646,0.00045052
-0.442645,0.000450505
-0.442649,0.000450505
-0.442651,0.000450494
-0.442653,0.000450484
-0.442653,0.000450469
-0.442654,0.000450454
-0.442654,0.000450439
-0.442657,0.000450432
-0.44266,0.000450428
-0.442659,0.000450414
-0.442662,0.000450407
-0.442661,0.000450392
-0.442662,0.000450378
-0.442661,0.000450365
-0.442658,0.000450357
-0.442659,0.000450342
-0.442662,0.000450337
-0.442662,0.000450321
-0.442664,0.000450311
-0.442664,0.000450295
-0.442662,0.000450282
-0.442661,0.000450269
-0.442664,0.000450262
-0.442665,0.00045025
-0.442661,0.000450256
-0.442661,0.000450241
-0.442658,0.000450237
-0.442651,0.000450264
-0.442651,0.000450248
-0.442651,0.000450233
-0.442653,0.000450222
-0.442653,0.000450206
-0.442656,0.000450199
-0.442656,0.000450184
-0.442653,0.000450179
-0.442653,0.000450164
-0.442656,0.000450155
-0.442649,0.000450198
-0.442648,0.000450183
-0.442652,0.00045018
-0.442652,0.000450165
-0.442655,0.000450159
-0.442659,0.000450167
-0.44266,0.000450152
-0.442658,0.000450142
-0.442661,0.000450136
-0.442662,0.000450122
-0.442662,0.000450106
-0.44266,0.000450094
-0.442657,0.00045009
-0.442655,0.000450079
-0.442657,0.000450067
-0.442657,0.000450051
-0.44266,0.000450051
-0.442658,0.000450041
-0.442655,0.000450037
-0.442652,0.00045003
-0.442656,0.000450033
-0.442658,0.000450019
-0.442655,0.000450011
-0.442656,0.000449997
-0.442659,0.000449991
-0.442655,0.000449988
-0.442659,0.000449984
-0.442658,0.000449969
-0.44266,0.000449956
-0.442662,0.000449948
-0.442658,0.000449952
-0.442662,0.000449956
-0.442665,0.000449948
-0.442665,0.000449932
-0.442664,0.00044992
-0.442662,0.000449909
-0.442663,0.000449895
-0.442664,0.00044988
-0.442663,0.000449865
-0.442664,0.00044985
-0.442666,0.000449839
-0.442666,0.000449823
-0.442667,0.00044981
-0.442669,0.000449797
-0.442673,0.000449805
-0.442674,0.00044979
-0.442671,0.000449786
-0.442671,0.000449771
-0.442672,0.000449757
-0.442656,0.000450029
-0.442659,0.000450022
-0.44266,0.000450009
-0.442662,0.000449995
-0.442655,0.000450028
-0.442654,0.000450013
-0.442654,0.000449998
-0.442656,0.00044999
-0.442658,0.000449977
-0.442657,0.000449962
-0.442654,0.000449963
-0.442652,0.000449949
-0.442655,0.000449943
-0.442655,0.000449928
-0.442655,0.000449912
-0.442657,0.0004499
-0.442657,0.000449884
-0.442659,0.000449873
-0.442666,0.000449903
-0.442671,0.000449917
-0.442673,0.000449906
-0.442671,0.000449892
-0.442671,0.000449877
-0.442672,0.000449862
-0.442669,0.000449856
-0.442672,0.000449849
-0.442673,0.000449835
-0.442673,0.00044982
-0.442674,0.000449805
-0.442673,0.00044979
-0.442673,0.000449774
-0.442677,0.00044978
-0.442676,0.000449767
-0.442681,0.000449781
-0.442678,0.000449778
-0.442673,0.000449786
-0.442669,0.000449788
-0.44267,0.000449774
-0.442671,0.00044976
-0.442673,0.000449747
-0.442673,0.000449732
-0.442675,0.000449719
-0.442679,0.00044973
-0.44268,0.000449715
-0.442682,0.000449705
-0.442683,0.000449691
-0.44268,0.000449684
-0.442681,0.00044967
-0.442683,0.000449659
-0.44268,0.000449653
-0.442684,0.000449649
-0.442685,0.000449636
-0.442676,0.000449709
-0.442675,0.000449696
-0.442677,0.000449686
-0.442677,0.000449671
-0.442679,0.000449657
-0.44268,0.000449644
-0.442681,0.000449629
-0.442683,0.00044962
-0.442685,0.000449609
-0.442686,0.000449595
-0.44269,0.000449593
-0.442688,0.000449579
-0.442691,0.000449572
-0.442693,0.00044956
-0.442692,0.000449545
-0.442693,0.00044953
-0.442691,0.000449521
-0.442692,0.000449506
-0.442695,0.000449503
-0.442698,0.000449499
-0.442698,0.000449484
-0.442699,0.000449471
-0.4427,0.000449456
-0.442701,0.000449442
-0.442696,0.000449453
-0.442695,0.000449438
-0.442695,0.000449423
-0.442697,0.000449412
-0.442699,0.000449398
-0.4427,0.000449386
-0.442698,0.000449374
-0.442697,0.000449363
-0.442696,0.000449348
-0.442698,0.000449341
-0.442699,0.000449327
-0.4427,0.000449312
-0.44269,0.000449418
-0.442691,0.000449403
-0.442688,0.000449395
-0.442684,0.000449395
-0.442681,0.000449389
-0.442671,0.000449501
-0.442663,0.000449557
-0.442659,0.000449558
-0.442656,0.000449553
-0.442655,0.000449538
-0.442654,0.000449526
-0.442648,0.000449541
-0.442649,0.000449527
-0.442651,0.000449514
-0.442652,0.000449499
-0.442653,0.000449485
-0.442646,0.000449516
-0.442644,0.000449506
-0.442648,0.000449513
-0.442646,0.000449502
-0.442649,0.000449493
-0.442648,0.000449478
-0.44265,0.000449469
-0.442646,0.000449477
-0.442646,0.000449461
-0.442646,0.000449446
-0.442651,0.000449453
-0.442652,0.000449439
-0.442651,0.000449425
-0.442651,0.000449409
-0.442654,0.000449402
-0.442648,0.000449426
-0.442644,0.000449426
-0.442639,0.000449438
-0.442638,0.000449425
-0.442636,0.000449412
-0.442636,0.000449396
-0.442635,0.000449384
-0.442639,0.000449387
-0.442639,0.000449371
-0.442641,0.000449359
-0.44264,0.000449343
-0.44264,0.000449328
-0.442642,0.000449315
-0.442645,0.000449314
-0.442643,0.000449308
-0.442644,0.000449295
-0.442647,0.000449288
-0.442648,0.000449275
-0.442651,0.000449266
-0.442651,0.000449252
-0.442654,0.000449244
-0.442656,0.000449231
-0.442656,0.000449216
-0.442656,0.000449201
-0.442656,0.000449186
-0.442656,0.00044917
-0.442656,0.000449155
-0.442656,0.00044914
-0.442654,0.000449129
-0.442648,0.000449151
-0.442644,0.000449153
-0.442641,0.00044915
-0.442637,0.000449148
-0.442639,0.000449134
-0.44264,0.000449122
-0.442639,0.000449108
-0.44264,0.000449094
-0.442638,0.00044908
-0.442641,0.00044907
-0.442641,0.000449055
-0.44264,0.000449042
-0.442639,0.000449026
-0.44264,0.000449011
-0.442644,0.000449015
-0.442647,0.000449013
-0.442646,0.000449001
-0.442644,0.000448988
-0.442643,0.000448975
-0.442645,0.000448965
-0.442646,0.00044895
-0.442646,0.000448935
-0.442648,0.000448923
-0.442648,0.000448908
-0.44265,0.000448896
-0.442651,0.000448881
-0.442651,0.000448866
-0.442652,0.000448851
-0.442651,0.000448835
-0.442651,0.00044882
-0.442649,0.000448809
-0.442649,0.000448794
-0.442648,0.000448781
-0.442647,0.000448766
-0.442645,0.000448754
-0.44265,0.000448769
-0.442652,0.000448755
-0.442649,0.000448746
-0.442649,0.000448731
-0.442652,0.000448725
-0.442648,0.000448723
-0.442648,0.000448708
-0.442651,0.000448697
-0.442641,0.00044879
-0.442641,0.000448775
-0.442641,0.00044876
-0.442639,0.00044875
-0.44264,0.000448735
-0.44264,0.00044872
-0.442636,0.000448717
-0.442638,0.000448704
-0.442635,0.000448697
-0.442632,0.000448694
-0.442635,0.000448689
-0.442635,0.000448674
-0.44264,0.000448683
-0.442632,0.000448732
-0.442632,0.000448717
-0.44263,0.000448704
-0.442631,0.00044869
-0.442633,0.000448676
-0.442636,0.000448674
-0.442633,0.000448671
-0.442633,0.000448656
-0.442632,0.000448643
-0.442628,0.00044864
-0.442629,0.000448625
-0.442629,0.00044861
-0.442622,0.000448655
-0.44262,0.000448642
-0.442622,0.000448629
-0.442616,0.000448648
-0.442615,0.000448634
-0.442615,0.000448618
-0.442616,0.000448604
-0.442616,0.000448589
-0.442618,0.000448579
-0.442619,0.000448565
-0.442621,0.000448554
-0.442617,0.000448553
-0.442618,0.000448539
-0.442617,0.000448525
-0.442616,0.00044851
-0.442617,0.000448495
-0.442616,0.000448481
-0.442618,0.000448475
-0.442619,0.000448459
-0.44262,0.000448445
-0.442621,0.000448431
-0.442619,0.00044842
-0.44262,0.000448407
-0.44262,0.000448391
-0.442619,0.000448377
-0.442621,0.000448365
-0.442621,0.00044835
-0.442618,0.000448343
-0.44262,0.000448335
-0.44262,0.00044832
-0.442618,0.000448308
-0.442616,0.000448301
-0.442619,0.000448298
-0.442618,0.000448284
-0.442619,0.000448269
-0.442618,0.000448254
-0.44262,0.000448245
-0.442619,0.000448231
-0.442617,0.000448221
-0.442618,0.000448206
-0.442616,0.000448193
-0.442617,0.000448178
-0.442619,0.000448169
-0.442623,0.000448175
-0.442625,0.000448162
-0.442624,0.000448147
-0.442625,0.000448131
-0.442628,0.000448129
-0.442632,0.000448133
-0.442631,0.00044812
-0.442624,0.000448152
-0.442624,0.000448137
-0.442624,0.000448122
-0.442625,0.000448108
-0.442623,0.000448097
-0.442627,0.000448095
-0.442628,0.000448082
-0.442628,0.000448067
-0.442629,0.000448053
-0.442629,0.000448037
-0.442629,0.000448022
-0.442625,0.000448024
-0.442627,0.000448014
-0.44263,0.000448006
-0.442632,0.000447998
-0.442634,0.000447987
-0.442634,0.000447971
-0.442633,0.000447959
-0.442632,0.000447944
-0.442631,0.000447931
-0.442635,0.000447934
-0.442636,0.000447919
-0.442635,0.000447904
-0.442636,0.000447889
-0.442633,0.000447882
-0.442632,0.000447868
-0.442633,0.000447855
-0.442638,0.000447861
-0.442638,0.000447846
-0.442638,0.000447831
-0.442637,0.000447817
-0.442634,0.000447813
-0.442633,0.000447799
-0.442636,0.000447793
-0.442633,0.000447787
-0.442632,0.000447772
-0.442633,0.000447757
-0.442632,0.000447742
-0.442635,0.000447732
-0.442635,0.000447716
-0.442635,0.000447701
-0.442637,0.00044769
-0.442637,0.000447675
-0.442632,0.000447689
-0.442631,0.000447674
-0.442625,0.000447711
-0.442626,0.000447697
-0.442628,0.000447689
-0.442628,0.000447674
-0.442628,0.000447659
-0.44263,0.000447648
-0.442627,0.000447642
-0.442623,0.000447653
-0.442622,0.000447638
-0.442626,0.000447636
-0.442625,0.000447621
-0.442625,0.000447606
-0.442626,0.000447593
-0.442626,0.000447578
-0.442627,0.000447564
-0.442627,0.000447549
-0.44263,0.000447543
-0.442631,0.00044753
-0.44263,0.000447515
-0.442629,0.000447501
-0.442626,0.0004475
-0.442627,0.000447487
-0.442624,0.00044748
-0.442624,0.000447466
-0.442624,0.000447451
-0.442627,0.000447441
-0.442629,0.000447433
-0.442623,0.000447466
-0.442623,0.00044745
-0.44262,0.000447442
-0.442624,0.000447444
-0.442625,0.00044743
-0.442626,0.000447415
-0.442627,0.000447401
-0.442628,0.000447389
-0.442629,0.000447374
-0.442633,0.000447378
-0.442636,0.00044737
-0.442637,0.000447356
-0.442637,0.000447341
-0.442635,0.000447333
-0.442632,0.000447325
-0.44263,0.000447315
-0.442632,0.000447304
-0.442633,0.00044729
-0.442635,0.000447279
-0.442634,0.000447264
-0.442635,0.00044725
-0.442635,0.000447235
-0.442637,0.000447224
-0.442641,0.000447228
-0.442642,0.000447213
-0.442642,0.000447198
-0.442641,0.000447183
-0.442643,0.000447171
-0.442642,0.000447157
-0.442638,0.00044716
-0.442637,0.000447145
-0.442636,0.000447133
-0.442634,0.000447121
-0.442634,0.000447106
-0.442638,0.000447104
-0.442639,0.000447091
-0.44264,0.000447076
-0.442639,0.000447061
-0.44264,0.000447047
-0.442638,0.000447036
-0.442637,0.000447022
-0.442639,0.000447011
-0.442639,0.000446996
-0.442639,0.000446981
-0.442631,0.000447036
-0.442635,0.000447038
-0.442635,0.000447023
-0.442637,0.000447012
-0.442639,0.000447001
-0.442637,0.000446994
-0.442635,0.00044698
-0.442637,0.000446968
-0.44264,0.000446963
-0.442639,0.000446948
-0.442642,0.00044694
-0.44264,0.00044693
-0.442631,0.000446995
-0.44263,0.000446981
-0.442632,0.000446968
-0.442634,0.000446958
-0.442635,0.000446945
-0.442633,0.000446937
-0.442631,0.000446927
-0.442633,0.00044692
-0.442631,0.00044691
-0.442629,0.000446899
-0.44263,0.000446884
-0.442632,0.000446871
-0.44263,0.00044686
-0.44263,0.000446845
-0.442629,0.00044683
-0.442629,0.000446815
-0.442629,0.0004468
-0.442631,0.000446788
-0.442632,0.000446777
-0.44263,0.000446767
-0.442632,0.000446754
-0.442634,0.000446744
-0.442637,0.000446736
-0.442638,0.000446724
-0.442634,0.00044673
-0.442631,0.000446724
-0.442631,0.000446709
-0.442629,0.000446702
-0.442624,0.000446711
-0.442627,0.000446702
-0.442627,0.000446687
-0.442626,0.000446672
-0.442627,0.000446658
-0.442629,0.000446647
-0.442631,0.000446638
-0.442629,0.000446628
-0.442629,0.000446613
-0.442631,0.000446605
-0.442632,0.000446591
-0.44263,0.000446581
-0.442633,0.000446575
-0.442636,0.000446572
-0.442633,0.000446567
-0.442633,0.000446552
-0.442636,0.000446548
-0.442637,0.000446533
-0.44264,0.000446528
-0.442641,0.000446514
-0.442641,0.0004465
-0.442634,0.000446546
-0.442636,0.000446535
-0.442638,0.000446527
-0.442639,0.000446512
-0.442641,0.000446502
-0.442641,0.000446487
-0.442641,0.000446472
-0.442639,0.000446462
-0.442641,0.000446452
-0.442636,0.000446464
-0.442637,0.000446449
-0.442639,0.000446438
-0.442638,0.000446423
-0.442639,0.000446408
-0.442638,0.000446394
-0.442639,0.000446379
-0.44264,0.000446365
-0.442643,0.00044636
-0.442643,0.000446345
-0.442633,0.000446458
-0.442633,0.000446443
-0.442635,0.000446436
-0.442636,0.000446422
-0.44264,0.000446423
-0.442642,0.000446414
-0.442643,0.0004464
-0.442643,0.000446385
-0.442645,0.000446375
-0.442646,0.000446362
-0.442646,0.000446347
-0.44265,0.000446349
-0.44265,0.000446335
-0.442648,0.000446328
-0.442642,0.000446349
-0.44264,0.00044634
-0.44264,0.000446325
-0.44264,0.00044631
-0.442642,0.000446298
-0.442641,0.000446283
-0.442643,0.00044627
-0.442647,0.000446275
-0.442645,0.000446262
-0.442644,0.000446248
-0.442644,0.000446233
-0.442643,0.000446219
-0.442642,0.000446205
-0.442644,0.000446195
-0.442647,0.000446186
-0.442642,0.00044619
-0.442644,0.000446177
-0.442642,0.000446165
-0.44264,0.000446156
-0.44264,0.000446141
-0.442642,0.000446129
-0.442643,0.000446115
-0.442642,0.0004461
-0.442648,0.000446119
-0.442645,0.000446115
-0.442645,0.0004461
-0.442646,0.000446087
-0.442646,0.000446072
-0.442649,0.000446064
-0.44265,0.000446051
-0.442648,0.000446039
-0.442648,0.000446024
-0.442651,0.000446019
-0.442648,0.000446013
-0.44265,0.000446002
-0.44265,0.000445987
-0.442654,0.000445987
-0.442651,0.000445983
-0.442655,0.000445984
-0.442651,0.000445983
-0.442654,0.000445981
-0.442657,0.000445973
-0.442654,0.000445971
-0.442654,0.000445956
-0.442653,0.000445941
-0.442658,0.000445954
-0.442657,0.000445942
-0.442661,0.000445947
-0.442663,0.000445936
-0.442665,0.000445924
-0.442664,0.000445911
-0.44266,0.000445912
-0.44266,0.000445897
-0.442663,0.000445892
-0.442661,0.000445879
-0.442664,0.00044587
-0.442664,0.000445855
-0.442667,0.000445853
-0.442667,0.000445838
-0.442667,0.000445823
-0.442669,0.000445813
-0.44267,0.0004458
-0.442671,0.000445787
-0.442674,0.00044578
-0.442678,0.000445778
-0.44268,0.000445769
-0.442676,0.000445772
-0.442674,0.00044576
-0.442672,0.000445748
-0.442675,0.000445741
-0.442678,0.000445739
-0.442677,0.000445727
-0.44268,0.000445723
-0.442675,0.000445729
-0.44268,0.000445733
-0.44268,0.000445718
-0.44268,0.000445703
-0.442682,0.000445691
-0.442678,0.000445689
-0.442677,0.000445676
-0.442674,0.000445668
-0.442674,0.000445653
-0.442674,0.000445638
-0.442675,0.000445626
-0.442673,0.000445619
-0.442669,0.000445621
-0.442663,0.000445641
-0.442666,0.000445636
-0.442668,0.000445624
-0.442665,0.000445615
-0.442665,0.0004456
-0.442665,0.000445585
-0.442666,0.000445571
-0.442663,0.000445568
-0.442664,0.000445556
-0.44266,0.000445566
-0.442662,0.000445558
-0.442662,0.000445543
-0.442659,0.000445539
-0.44266,0.000445526
-0.442661,0.000445511
-0.44266,0.000445496
-0.442663,0.000445488
-0.442664,0.000445475
-0.442664,0.00044546
-0.442668,0.000445462
-0.442672,0.000445465
-0.442674,0.000445454
-0.442675,0.00044544
-0.442676,0.000445426
-0.442667,0.000445498
-0.442668,0.000445484
-0.442662,0.000445509
-0.442663,0.000445495
-0.442664,0.000445481
-0.442665,0.000445468
-0.442668,0.000445459
-0.442668,0.000445444
-0.442667,0.00044543
-0.442667,0.000445415
-0.442668,0.0004454
-0.442667,0.000445385
-0.442668,0.000445371
-0.442665,0.000445365
-0.442665,0.00044535
-0.442667,0.000445341
-0.442668,0.000445326
-0.442666,0.000445314
-0.442669,0.00044531
-0.442674,0.000445321
-0.44267,0.000445323
-0.442672,0.000445311
-0.442672,0.000445297
-0.442672,0.000445283
-0.442675,0.000445279
-0.442679,0.000445283
-0.442676,0.000445276
-0.442675,0.000445263
-0.442676,0.000445249
-0.442676,0.000445234
-0.442677,0.00044522
-0.442678,0.000445207
-0.442681,0.000445206
-0.442684,0.000445198
-0.442681,0.00044519
-0.442679,0.000445181
-0.442681,0.000445168
-0.442675,0.000445187
-0.442674,0.000445172
-0.442676,0.000445159
-0.442678,0.00044515
-0.442676,0.000445138
-0.442676,0.000445123
-0.442674,0.000445113
-0.442676,0.000445105
-0.442677,0.000445091
-0.442678,0.000445076
-0.44268,0.000445064
-0.442682,0.000445057
-0.442683,0.000445043
-0.44268,0.000445038
-0.442679,0.000445026
-0.442677,0.000445014
-0.442675,0.000445002
-0.442674,0.000444988
-0.442674,0.000444974
-0.442674,0.000444959
-0.442671,0.000444951
-0.442673,0.000444938
-0.442676,0.00044494
-0.442677,0.000444925
-0.442678,0.000444914
-0.44268,0.000444904
-0.442684,0.000444903
-0.442684,0.000444888
-0.442682,0.000444876
-0.442683,0.000444862
-0.442685,0.00044485
-0.442682,0.000444842
-0.442681,0.000444828
-0.442677,0.000444828
-0.442675,0.000444818
-0.442675,0.000444803
-0.442677,0.000444795
-0.442678,0.00044478
-0.442676,0.000444768
-0.442674,0.000444757
-0.442673,0.000444744
-0.442672,0.00044473
-0.442672,0.000444715
-0.442677,0.000444724
-0.442675,0.000444712
-0.442677,0.000444701
-0.442678,0.000444687
-0.442674,0.000444691
-0.442675,0.00044468
-0.442671,0.000444685
-0.442672,0.000444671
-0.442672,0.000444657
-0.442665,0.000444693
-0.442665,0.000444678
-0.442667,0.000444665
-0.442665,0.000444652
-0.442666,0.000444637
-0.442667,0.000444623
-0.442672,0.000444636
-0.442674,0.000444628
-0.442674,0.000444614
-0.442676,0.000444608
-0.442674,0.000444601
-0.442674,0.000444586
-0.442676,0.000444574
-0.442678,0.000444564
-0.442677,0.000444549
-0.442677,0.000444534
-0.442679,0.000444527
-0.442679,0.000444513
-0.442679,0.000444498
-0.442681,0.000444488
-0.442681,0.000444473
-0.442679,0.000444461
-0.442677,0.000444451
-0.442678,0.000444437
-0.442679,0.000444423
-0.44268,0.00044441
-0.44268,0.000444395
-0.442677,0.000444392
-0.442676,0.000444378
-0.442673,0.000444372
-0.442676,0.000444368
-0.442675,0.000444355
-0.442678,0.000444351
-0.442678,0.000444336
-0.442679,0.000444322
-0.44268,0.000444308
-0.442679,0.000444295
-0.442681,0.000444285
-0.442682,0.000444271
-0.442685,0.000444265
-0.442686,0.000444253
-0.442683,0.000444246
-0.442683,0.000444231
-0.442688,0.000444241
-0.442686,0.000444232
-0.442685,0.000444217
-0.442685,0.000444202
-0.442686,0.000444188
-0.442686,0.000444173
-0.442685,0.00044416
-0.442676,0.000444237
-0.44267,0.000444257
-0.442671,0.000444243
-0.442671,0.000444228
-0.442675,0.000444232
-0.44267,0.000444246
-0.442672,0.000444236
-0.442672,0.000444221
-0.442672,0.000444206
-0.442673,0.000444191
-0.442672,0.000444177
-0.442675,0.00044417
-0.442676,0.000444157
-0.442673,0.000444156
